src,src_name,dest,dest_name,weight,edge_type
26,ACTB,444,CFL2,8.39375678182869e-40,gene-gene
26,ACTB,569,CTNNA1,8.511447168852449e-40,gene-gene
26,ACTB,570,CTNNA2,5.182945520490504e-24,gene-gene
26,ACTB,660,DPF1,2.3648482702145254e-17,gene-gene
26,ACTB,661,DPF3,3.893954387954603e-18,gene-gene
26,ACTB,1219,ITGB3,1.7894576558319386e-06,gene-gene
26,ACTB,1547,MYL6,8.393088829560695e-40,gene-gene
26,ACTB,1548,MYL6B,8.390923823433313e-40,gene-gene
26,ACTB,1549,MYL9,8.367501119602124e-40,gene-gene
26,ACTB,1838,PFN1,8.36860814538894e-40,gene-gene
26,ACTB,1839,PFN2,8.063917762307042e-34,gene-gene
26,ACTB,1840,PFN3,8.32063469246278e-40,gene-gene
26,ACTB,1841,PFN4,1.5383786567481195e-27,gene-gene
26,ACTB,1936,PPARG,3.198081988860698e-06,gene-gene
26,ACTB,2359,SMARCA2,1.003075013526479e-36,gene-gene
26,ACTB,2360,SMARCA4,2.6637488134186453e-35,gene-gene
26,ACTB,2361,SMARCB1,3.189701237715781e-05,gene-gene
26,ACTB,2362,SMARCC1,8.406959348860069e-40,gene-gene
26,ACTB,2363,SMARCC2,1.7401869220663052e-20,gene-gene
26,ACTB,2364,SMARCD1,4.6830662843907095e-07,gene-gene
26,ACTB,2365,SMARCD2,8.424711464905625e-40,gene-gene
26,ACTB,2366,SMARCD3,8.417889476881803e-40,gene-gene
26,ACTB,2367,SMARCE1,2.153578767229638e-25,gene-gene
26,ACTB,2447,STK3,6.56560366353351e-37,gene-gene
26,ACTB,2476,SYNPO,3.635507137163975e-37,gene-gene
26,ACTB,2551,TJP1,6.38417759546428e-07,gene-gene
26,ACTB,2694,VCL,8.459884056360178e-40,gene-gene
27,ACTG1,28,ACTL6A,4.388483755423708e-29,gene-gene
27,ACTG1,30,ACTN1,8.339967940275581e-40,gene-gene
27,ACTG1,31,ACTN4,8.285796077142224e-40,gene-gene
27,ACTG1,32,ACTR2,8.303443095802955e-40,gene-gene
27,ACTG1,33,ACTR3,8.413870085786632e-40,gene-gene
27,ACTG1,34,ACTR3B,8.313267365786592e-39,gene-gene
27,ACTG1,35,ACTR3C,3.251226537503975e-30,gene-gene
27,ACTG1,153,ARID1A,8.427117027269382e-40,gene-gene
27,ACTG1,159,ARPC1A,8.459302517497483e-40,gene-gene
27,ACTG1,160,ARPC1B,8.386418648870509e-40,gene-gene
27,ACTG1,161,ARPC2,8.42697923292039e-40,gene-gene
27,ACTG1,162,ARPC3,9.340115928085817e-35,gene-gene
27,ACTG1,163,ARPC4,1.4751027869956212e-23,gene-gene
27,ACTG1,164,ARPC5,1.7354388305022508e-38,gene-gene
27,ACTG1,165,ARPC5L,8.436711250755127e-40,gene-gene
27,ACTG1,443,CFL1,8.410925023514108e-40,gene-gene
27,ACTG1,444,CFL2,3.4803056069358685e-32,gene-gene
27,ACTG1,569,CTNNA1,8.325476178657023e-40,gene-gene
27,ACTG1,570,CTNNA2,8.403038048657401e-40,gene-gene
27,ACTG1,660,DPF1,8.271215566620924e-40,gene-gene
27,ACTG1,661,DPF3,8.407884205846524e-40,gene-gene
27,ACTG1,1219,ITGB3,7.130205024926302e-06,gene-gene
27,ACTG1,1547,MYL6,8.432635807721381e-40,gene-gene
27,ACTG1,1548,MYL6B,8.357061446042904e-40,gene-gene
27,ACTG1,1549,MYL9,8.470001431272603e-40,gene-gene
27,ACTG1,1838,PFN1,8.394525160486628e-40,gene-gene
27,ACTG1,1839,PFN2,8.314515689168561e-40,gene-gene
27,ACTG1,1840,PFN3,8.342828924640244e-40,gene-gene
27,ACTG1,1841,PFN4,9.030853065143805e-28,gene-gene
27,ACTG1,1936,PPARG,1.5062062933187311e-05,gene-gene
27,ACTG1,2359,SMARCA2,8.576092376411627e-37,gene-gene
27,ACTG1,2360,SMARCA4,4.973326727294077e-12,gene-gene
27,ACTG1,2361,SMARCB1,8.448638636183971e-40,gene-gene
27,ACTG1,2362,SMARCC1,8.466561243542685e-40,gene-gene
27,ACTG1,2363,SMARCC2,1.1225090847269833e-30,gene-gene
27,ACTG1,2447,STK3,0.009718803068002066,gene-gene
27,ACTG1,2476,SYNPO,4.6691303047288505e-25,gene-gene
27,ACTG1,2551,TJP1,8.67200590922342e-06,gene-gene
27,ACTG1,2694,VCL,8.44846113837849e-40,gene-gene
28,ACTL6A,1936,PPARG,4.189493968927612e-05,gene-gene
28,ACTL6A,2359,SMARCA2,8.433341127948425e-40,gene-gene
28,ACTL6A,2360,SMARCA4,1.0905897347292778e-32,gene-gene
28,ACTL6A,2361,SMARCB1,4.272791636599529e-34,gene-gene
28,ACTL6A,2362,SMARCC1,8.344993930767626e-40,gene-gene
28,ACTL6A,2363,SMARCC2,1.784900431125213e-35,gene-gene
29,ACTL6B,26,ACTB,6.0668122377668015e-09,gene-gene
29,ACTL6B,27,ACTG1,1.3525849884298587e-32,gene-gene
29,ACTL6B,28,ACTL6A,8.375016750365785e-40,gene-gene
29,ACTL6B,153,ARID1A,8.490721964565085e-40,gene-gene
29,ACTL6B,154,ARID1B,1.4674040447366924e-27,gene-gene
29,ACTL6B,660,DPF1,8.401344813013008e-40,gene-gene
29,ACTL6B,661,DPF3,9.509134594377243e-19,gene-gene
29,ACTL6B,1789,PBRM1,8.376436732809635e-40,gene-gene
29,ACTL6B,1848,PHF10,8.633460561638653e-40,gene-gene
29,ACTL6B,1936,PPARG,1.6207031876547262e-05,gene-gene
29,ACTL6B,2359,SMARCA2,8.275907580978972e-40,gene-gene
29,ACTL6B,2360,SMARCA4,6.098884782101133e-38,gene-gene
29,ACTL6B,2361,SMARCB1,8.302329063523817e-40,gene-gene
29,ACTL6B,2362,SMARCC1,8.364315501093225e-40,gene-gene
29,ACTL6B,2363,SMARCC2,3.694808595120826e-24,gene-gene
29,ACTL6B,2364,SMARCD1,8.302826524478652e-40,gene-gene
29,ACTL6B,2365,SMARCD2,8.39509268636468e-40,gene-gene
29,ACTL6B,2366,SMARCD3,8.336030291590829e-40,gene-gene
29,ACTL6B,2367,SMARCE1,8.326443074597407e-40,gene-gene
30,ACTN1,1206,ITGA1,2.454641124434905e-07,gene-gene
30,ACTN1,1207,ITGA11,3.3971373341046274e-06,gene-gene
30,ACTN1,1208,ITGA2,1.9373828763491474e-08,gene-gene
30,ACTN1,1209,ITGA3,1.1407762485760031e-06,gene-gene
30,ACTN1,1210,ITGA4,2.8210903716778074e-07,gene-gene
30,ACTN1,1211,ITGA5,3.792105568815411e-07,gene-gene
30,ACTN1,1212,ITGA6,0.00013201408243427673,gene-gene
30,ACTN1,1213,ITGA7,2.316937308677325e-09,gene-gene
30,ACTN1,1214,ITGA9,6.360629413393326e-06,gene-gene
30,ACTN1,1215,ITGAV,7.40462307173099e-07,gene-gene
30,ACTN1,1217,ITGB1,1.1792916341901716e-05,gene-gene
30,ACTN1,1219,ITGB3,9.400168892521367e-07,gene-gene
30,ACTN1,1220,ITGB4,1.0499954896658892e-06,gene-gene
30,ACTN1,1221,ITGB5,5.83707603490161e-06,gene-gene
30,ACTN1,1222,ITGB8,1.2124910426791757e-06,gene-gene
30,ACTN1,1340,LMO7,8.512444426259561e-40,gene-gene
30,ACTN1,1459,MICALL2,1.1594694841270804e-25,gene-gene
30,ACTN1,2432,SSX2IP,2.632773415165917e-22,gene-gene
31,ACTN4,1206,ITGA1,6.135884783968019e-06,gene-gene
31,ACTN4,1207,ITGA11,5.8485038607614115e-06,gene-gene
31,ACTN4,1208,ITGA2,1.1614247341640294e-07,gene-gene
31,ACTN4,1209,ITGA3,8.349140898644691e-07,gene-gene
31,ACTN4,1210,ITGA4,4.853012314232075e-07,gene-gene
31,ACTN4,1211,ITGA5,1.5648734006390441e-06,gene-gene
31,ACTN4,1212,ITGA6,2.062602046256264e-05,gene-gene
31,ACTN4,1213,ITGA7,3.679668907352607e-07,gene-gene
31,ACTN4,1214,ITGA9,7.10514420158385e-06,gene-gene
31,ACTN4,1215,ITGAV,3.5026353846963807e-06,gene-gene
31,ACTN4,1217,ITGB1,1.2642762158066034e-05,gene-gene
31,ACTN4,1219,ITGB3,4.730238894505116e-06,gene-gene
31,ACTN4,1220,ITGB4,2.383004812145373e-06,gene-gene
31,ACTN4,1221,ITGB5,4.935513364519768e-06,gene-gene
31,ACTN4,1222,ITGB8,5.434584939697136e-06,gene-gene
31,ACTN4,1340,LMO7,2.459991672874639e-31,gene-gene
31,ACTN4,1459,MICALL2,8.494211197741254e-40,gene-gene
31,ACTN4,2432,SSX2IP,8.275480184947353e-40,gene-gene
32,ACTR2,26,ACTB,8.192547328182839e-35,gene-gene
32,ACTR2,27,ACTG1,8.227726268780603e-40,gene-gene
32,ACTR2,34,ACTR3B,8.402458845292146e-40,gene-gene
32,ACTR2,35,ACTR3C,8.514644464848551e-40,gene-gene
32,ACTR2,2723,WHAMM,8.27766854604914e-40,gene-gene
33,ACTR3,26,ACTB,8.496939058751807e-40,gene-gene
33,ACTR3,27,ACTG1,8.403322979345146e-40,gene-gene
33,ACTR3,32,ACTR2,9.912030813758128e-35,gene-gene
33,ACTR3,34,ACTR3B,8.510092580336936e-40,gene-gene
33,ACTR3,35,ACTR3C,6.993589206709944e-19,gene-gene
33,ACTR3,2723,WHAMM,1.0126421791673652e-30,gene-gene
34,ACTR3B,26,ACTB,3.956542363921258e-36,gene-gene
34,ACTR3B,27,ACTG1,8.32766453975881e-40,gene-gene
34,ACTR3B,35,ACTR3C,0.08405332763989766,gene-gene
35,ACTR3C,26,ACTB,5.937754563166262e-35,gene-gene
35,ACTR3C,27,ACTG1,1.9624704538422715e-34,gene-gene
36,ACVR1,39,ACVR2A,2.738926478211094e-08,gene-gene
36,ACVR1,40,ACVR2B,1.1725113987874163e-06,gene-gene
36,ACVR1,277,BMPR2,1.1122560863441322e-05,gene-gene
36,ACVR1,598,CYBA,5.995709595178293e-06,gene-gene
36,ACVR1,1402,MAPK1,1.3245309673948213e-05,gene-gene
36,ACVR1,1403,MAPK11,0.00011959562167855135,gene-gene
36,ACVR1,1404,MAPK12,0.00010962335909425747,gene-gene
36,ACVR1,1405,MAPK13,8.631841592448529e-05,gene-gene
36,ACVR1,1406,MAPK14,0.0004100061517722982,gene-gene
36,ACVR1,1407,MAPK3,4.8328710666586026e-05,gene-gene
36,ACVR1,1619,NEO1,5.188672730582766e-06,gene-gene
36,ACVR1,2071,RAC1,4.501011081477675e-06,gene-gene
36,ACVR1,2072,RAC3,1.4271412510424852e-05,gene-gene
36,ACVR1,2351,SMAD1,8.625883613907112e-06,gene-gene
36,ACVR1,2352,SMAD2,1.0119201154642118e-05,gene-gene
36,ACVR1,2353,SMAD3,1.1600979860304506e-05,gene-gene
36,ACVR1,2355,SMAD5,5.607595085166395e-06,gene-gene
36,ACVR1,2358,SMAD9,5.354366976462188e-07,gene-gene
37,ACVR1B,39,ACVR2A,8.413557129129599e-40,gene-gene
37,ACVR1B,40,ACVR2B,8.422803363496703e-40,gene-gene
37,ACVR1B,2352,SMAD2,4.128895625399309e-07,gene-gene
37,ACVR1B,2353,SMAD3,2.095635560787438e-06,gene-gene
38,ACVR1C,39,ACVR2A,8.441449975061985e-40,gene-gene
38,ACVR1C,40,ACVR2B,8.31200502941998e-40,gene-gene
38,ACVR1C,2352,SMAD2,7.751803726326519e-07,gene-gene
38,ACVR1C,2353,SMAD3,7.152297409144618e-07,gene-gene
39,ACVR2A,41,ACVRL1,4.234097920883768e-26,gene-gene
39,ACVR2A,598,CYBA,1.0738377416904161e-06,gene-gene
39,ACVR2A,2071,RAC1,2.716284370762878e-07,gene-gene
39,ACVR2A,2072,RAC3,1.9582200062965662e-06,gene-gene
39,ACVR2A,2352,SMAD2,8.552554694081967e-07,gene-gene
39,ACVR2A,2353,SMAD3,4.1047057190250297e-07,gene-gene
40,ACVR2B,598,CYBA,1.061113456065262e-06,gene-gene
40,ACVR2B,2071,RAC1,3.163805975721819e-07,gene-gene
40,ACVR2B,2072,RAC3,9.882004330089936e-06,gene-gene
40,ACVR2B,2352,SMAD2,1.6995595615298953e-06,gene-gene
40,ACVR2B,2353,SMAD3,2.6603746997958905e-07,gene-gene
42,ADAM10,1056,HBEGF,3.921323591763818e-08,gene-gene
43,ADAM17,1056,HBEGF,2.085425692935857e-07,gene-gene
43,ADAM17,1661,NOTCH1,8.480702680545163e-40,gene-gene
43,ADAM17,1662,NOTCH3,2.765955855466018e-07,gene-gene
44,ADCY1,1986,PRKACA,0.00014564315400396785,gene-gene
44,ADCY1,1987,PRKACB,4.686410344826678e-05,gene-gene
44,ADCY1,1988,PRKACG,2.60816498969992e-05,gene-gene
44,ADCY1,2096,RAPGEF3,1.230870793733636e-06,gene-gene
44,ADCY1,2097,RAPGEF4,8.29319833428599e-06,gene-gene
45,ADCY2,1986,PRKACA,5.028606877507021e-05,gene-gene
45,ADCY2,1987,PRKACB,2.378906113638853e-05,gene-gene
45,ADCY2,1988,PRKACG,1.612443399305145e-05,gene-gene
45,ADCY2,2096,RAPGEF3,2.0671098657961315e-06,gene-gene
45,ADCY2,2097,RAPGEF4,1.1098591736905897e-05,gene-gene
46,ADCY3,1986,PRKACA,2.4110381976546098e-05,gene-gene
46,ADCY3,1987,PRKACB,0.00010249365974838535,gene-gene
46,ADCY3,1988,PRKACG,0.012471742015501755,gene-gene
46,ADCY3,2096,RAPGEF3,5.46120584961803e-06,gene-gene
46,ADCY3,2097,RAPGEF4,1.1514456370302165e-05,gene-gene
47,ADCY4,1986,PRKACA,0.00032411550637334585,gene-gene
47,ADCY4,1987,PRKACB,0.0002640832487183313,gene-gene
47,ADCY4,1988,PRKACG,1.9057632016483694e-05,gene-gene
47,ADCY4,2096,RAPGEF3,3.76360352068635e-07,gene-gene
47,ADCY4,2097,RAPGEF4,2.2945611514539146e-06,gene-gene
48,ADCY5,1986,PRKACA,3.605984299307844e-05,gene-gene
48,ADCY5,1987,PRKACB,3.1152252631727606e-05,gene-gene
48,ADCY5,1988,PRKACG,4.592967282709045e-05,gene-gene
48,ADCY5,2096,RAPGEF3,2.8162368228853058e-05,gene-gene
48,ADCY5,2097,RAPGEF4,7.514209877020524e-05,gene-gene
49,ADCY6,1986,PRKACA,6.779769804173459e-05,gene-gene
49,ADCY6,1987,PRKACB,9.704845918652912e-05,gene-gene
49,ADCY6,1988,PRKACG,1.5471462878243376e-06,gene-gene
49,ADCY6,2096,RAPGEF3,4.61355618123586e-06,gene-gene
49,ADCY6,2097,RAPGEF4,3.833677510556299e-06,gene-gene
50,ADCY7,1986,PRKACA,0.00013517525318699578,gene-gene
50,ADCY7,1987,PRKACB,9.550830388131241e-05,gene-gene
50,ADCY7,1988,PRKACG,1.2997671243889878e-05,gene-gene
50,ADCY7,2096,RAPGEF3,4.345239782802916e-06,gene-gene
50,ADCY7,2097,RAPGEF4,1.5920660795624524e-06,gene-gene
51,ADCY8,1986,PRKACA,0.00011205443297512829,gene-gene
51,ADCY8,1987,PRKACB,4.610144242178649e-05,gene-gene
51,ADCY8,1988,PRKACG,0.0014464925043284893,gene-gene
51,ADCY8,2096,RAPGEF3,6.359345206874423e-06,gene-gene
51,ADCY8,2097,RAPGEF4,2.7929165905031066e-05,gene-gene
52,ADCY9,1986,PRKACA,5.9733278855370976e-05,gene-gene
52,ADCY9,1987,PRKACB,3.994733257665454e-06,gene-gene
52,ADCY9,1988,PRKACG,3.879455107380636e-06,gene-gene
52,ADCY9,2096,RAPGEF3,2.8621128270363747e-06,gene-gene
52,ADCY9,2097,RAPGEF4,2.9120046747266315e-06,gene-gene
53,ADCYAP1,54,ADCYAP1R1,6.644491175914388e-22,gene-gene
53,ADCYAP1,58,ADORA2A,8.413225488493043e-40,gene-gene
53,ADCYAP1,66,ADRB1,0.0008952493468920389,gene-gene
53,ADCYAP1,667,DRD1,1.2016133949367432e-21,gene-gene
53,ADCYAP1,670,DRD5,8.335899503734158e-40,gene-gene
53,ADCYAP1,975,GLP1R,8.502833854291733e-40,gene-gene
53,ADCYAP1,1129,HTR6,1.3844289057532892e-23,gene-gene
53,ADCYAP1,1322,LHCGR,1.8422441219930381e-06,gene-gene
53,ADCYAP1,1426,MC2R,8.199560169647675e-40,gene-gene
53,ADCYAP1,1674,NPR1,8.399382995162954e-40,gene-gene
53,ADCYAP1,2025,PTGER2,5.6584171678971505e-33,gene-gene
53,ADCYAP1,2616,TSHR,8.300946449039017e-40,gene-gene
53,ADCYAP1,2704,VIPR2,8.276355701041291e-33,gene-gene
54,ADCYAP1R1,978,GNA11,8.401832931978082e-40,gene-gene
54,ADCYAP1R1,988,GNAQ,8.49901998697133e-40,gene-gene
54,ADCYAP1R1,989,GNAS,3.862982642507025e-06,gene-gene
54,ADCYAP1R1,992,GNB1,1.5135872975709692e-06,gene-gene
54,ADCYAP1R1,993,GNB2,1.2538753253465984e-06,gene-gene
54,ADCYAP1R1,994,GNB3,0.0078812758068428,gene-gene
54,ADCYAP1R1,995,GNB4,1.5289939862365525e-06,gene-gene
54,ADCYAP1R1,996,GNB5,3.1444817712629934e-08,gene-gene
54,ADCYAP1R1,997,GNG10,7.73790209980992e-06,gene-gene
54,ADCYAP1R1,998,GNG11,1.4363082906735751e-06,gene-gene
54,ADCYAP1R1,999,GNG13,2.193311350614143e-06,gene-gene
54,ADCYAP1R1,1000,GNG4,6.565865987795405e-06,gene-gene
54,ADCYAP1R1,1001,GNG5,2.2972967599343974e-06,gene-gene
54,ADCYAP1R1,1002,GNG7,3.919959453924093e-06,gene-gene
54,ADCYAP1R1,1003,GNG8,2.02482836660541e-06,gene-gene
54,ADCYAP1R1,1004,GNGT2,3.1878492648880964e-06,gene-gene
55,ADIPOR1,130,APPL1,8.502144882546774e-40,gene-gene
55,ADIPOR1,345,CAMKK2,1.1930244077711957e-39,gene-gene
55,ADIPOR1,1934,PPARA,1.1587563979749879e-05,gene-gene
55,ADIPOR1,1982,PRKAA1,6.157657965862502e-05,gene-gene
55,ADIPOR1,1983,PRKAA2,2.6261307842408616e-05,gene-gene
55,ADIPOR1,1984,PRKAB1,0.00010664966733505328,gene-gene
55,ADIPOR1,1985,PRKAB2,8.789309261677165e-05,gene-gene
55,ADIPOR1,1989,PRKAG1,4.2852373250449695e-05,gene-gene
55,ADIPOR1,1990,PRKAG2,1.8640959751792252e-05,gene-gene
55,ADIPOR1,1991,PRKAG3,3.3096073214740805e-05,gene-gene
55,ADIPOR1,2446,STK11,1.188889176002973e-38,gene-gene
56,ADIPOR2,130,APPL1,8.437404893494967e-40,gene-gene
56,ADIPOR2,345,CAMKK2,8.405817290611644e-40,gene-gene
56,ADIPOR2,1934,PPARA,1.0071522259143724e-06,gene-gene
56,ADIPOR2,1982,PRKAA1,3.2512087879392006e-05,gene-gene
56,ADIPOR2,1983,PRKAA2,2.080696140183136e-05,gene-gene
56,ADIPOR2,1984,PRKAB1,5.617425388966998e-05,gene-gene
56,ADIPOR2,1985,PRKAB2,2.173794352226347e-06,gene-gene
56,ADIPOR2,1989,PRKAG1,3.1632317889792226e-05,gene-gene
56,ADIPOR2,1990,PRKAG2,1.4501849364023656e-05,gene-gene
56,ADIPOR2,1991,PRKAG3,1.6069165819014113e-05,gene-gene
56,ADIPOR2,2446,STK11,5.937598364134483e-27,gene-gene
57,ADM,329,CALCR,8.299830081262437e-40,gene-gene
57,ADM,2085,RAMP1,8.339965604778141e-40,gene-gene
57,ADM,2086,RAMP2,2.6185196245705005e-31,gene-gene
57,ADM,2087,RAMP3,8.41317177205191e-40,gene-gene
58,ADORA2A,986,GNAL,8.366242286481672e-40,gene-gene
58,ADORA2A,988,GNAQ,8.33634091275042e-40,gene-gene
58,ADORA2A,989,GNAS,0.1164452944479611,gene-gene
59,ADORA2B,986,GNAL,2.67341335488966e-32,gene-gene
59,ADORA2B,988,GNAQ,8.406181628212369e-40,gene-gene
59,ADORA2B,989,GNAS,1.27746228884007e-06,gene-gene
60,ADRA1A,978,GNA11,8.480121141682468e-40,gene-gene
60,ADRA1A,979,GNA12,8.370093521761125e-40,gene-gene
60,ADRA1A,980,GNA13,1.7730367593079183e-05,gene-gene
60,ADRA1A,981,GNA14,1.454684384925284e-36,gene-gene
60,ADRA1A,982,GNA15,4.2035054548252984e-08,gene-gene
60,ADRA1A,988,GNAQ,8.413884098771275e-40,gene-gene
60,ADRA1A,1982,PRKAA1,1.29375597074007e-05,gene-gene
60,ADRA1A,1983,PRKAA2,5.693372319607685e-05,gene-gene
60,ADRA1A,1984,PRKAB1,5.7863304391503334e-05,gene-gene
60,ADRA1A,1985,PRKAB2,8.236961245226364e-05,gene-gene
60,ADRA1A,1989,PRKAG1,2.7888403565157205e-05,gene-gene
60,ADRA1A,1990,PRKAG2,7.702983566559851e-06,gene-gene
60,ADRA1A,1991,PRKAG3,2.1769543915676575e-05,gene-gene
61,ADRA1B,978,GNA11,8.311271683223649e-40,gene-gene
61,ADRA1B,979,GNA12,6.591746662648069e-35,gene-gene
61,ADRA1B,980,GNA13,9.759067324921489e-06,gene-gene
61,ADRA1B,981,GNA14,0.007914518937468529,gene-gene
61,ADRA1B,982,GNA15,8.361982339150124e-40,gene-gene
61,ADRA1B,988,GNAQ,3.8829302881873655e-27,gene-gene
62,ADRA1D,978,GNA11,8.386299538501041e-40,gene-gene
62,ADRA1D,979,GNA12,1.4690056104882387e-07,gene-gene
62,ADRA1D,980,GNA13,5.219942522671772e-07,gene-gene
62,ADRA1D,981,GNA14,2.814235359104837e-31,gene-gene
62,ADRA1D,982,GNA15,8.374771523134528e-40,gene-gene
62,ADRA1D,988,GNAQ,3.583984230260142e-35,gene-gene
63,ADRA2A,978,GNA11,0.09186585744222005,gene-gene
63,ADRA2A,979,GNA12,4.614365116286932e-21,gene-gene
63,ADRA2A,980,GNA13,8.12974940345157e-06,gene-gene
63,ADRA2A,988,GNAQ,8.274529637489052e-40,gene-gene
64,ADRA2B,978,GNA11,8.51257521411623e-40,gene-gene
64,ADRA2B,979,GNA12,8.402426148327978e-40,gene-gene
64,ADRA2B,980,GNA13,5.450307677771586e-06,gene-gene
64,ADRA2B,988,GNAQ,8.423536709693032e-40,gene-gene
65,ADRA2C,978,GNA11,1.7744767627044435e-23,gene-gene
65,ADRA2C,979,GNA12,8.48841449309383e-40,gene-gene
65,ADRA2C,980,GNA13,1.3016783971882736e-05,gene-gene
65,ADRA2C,988,GNAQ,8.446560043461888e-40,gene-gene
66,ADRB1,983,GNAI1,6.1932332755532116e-06,gene-gene
66,ADRB1,984,GNAI2,4.625238337515232e-06,gene-gene
66,ADRB1,985,GNAI3,5.987423113159214e-06,gene-gene
66,ADRB1,986,GNAL,8.48077741646326e-40,gene-gene
66,ADRB1,989,GNAS,2.7401759628749764e-06,gene-gene
67,ADRB2,983,GNAI1,4.237304589575312e-06,gene-gene
67,ADRB2,984,GNAI2,1.695079481578432e-05,gene-gene
67,ADRB2,985,GNAI3,8.72816296274929e-06,gene-gene
67,ADRB2,986,GNAL,8.417842766932993e-40,gene-gene
67,ADRB2,989,GNAS,8.768471010019615e-07,gene-gene
68,AGAP2,1869,PIK3CA,2.02679851402839e-05,gene-gene
68,AGAP2,1870,PIK3CD,1.9248092333630968e-05,gene-gene
68,AGAP2,1871,PIK3R1,2.1162327357160393e-06,gene-gene
68,AGAP2,1872,PIK3R2,3.767267723257343e-05,gene-gene
68,AGAP2,1873,PIK3R3,1.9683376128885068e-05,gene-gene
69,AGRN,613,DAG1,8.28168093065199e-40,gene-gene
70,AGTR1,978,GNA11,8.454531096226457e-40,gene-gene
70,AGTR1,979,GNA12,8.408278904913976e-40,gene-gene
70,AGTR1,980,GNA13,1.179207295839054e-05,gene-gene
70,AGTR1,981,GNA14,8.4733598765921e-40,gene-gene
70,AGTR1,982,GNA15,8.381093714706075e-40,gene-gene
70,AGTR1,988,GNAQ,2.509094259866605e-30,gene-gene
70,AGTR1,989,GNAS,1.1945048754569143e-05,gene-gene
70,AGTR1,1900,PLCB1,1.62027420932039e-06,gene-gene
70,AGTR1,1901,PLCB2,1.1844535038108006e-05,gene-gene
70,AGTR1,1902,PLCB3,3.272688748741833e-06,gene-gene
70,AGTR1,1903,PLCB4,4.149549264790646e-06,gene-gene
