Drug A,Drug B,Cell Line Name,Score
Zoledronic acid,Docetaxel,NCI-H522,10.555555555555557
Fulvestrant,Sirolimus,MDA-MB-468,-2.6666666666666665
Megestrol acetate,Gefitinib,HCT-116,2.6666666666666665
Fulvestrant,Cladribine,A498,-1.6666666666666667
Everolimus,Vorinostat,BT-549,-7.1111111111111125
Paclitaxel,Tretinoin,SK-MEL-28,2.4444444444444446
Zoledronic acid,Docetaxel,SF-268,9.444444444444443
Azacitidine,Romidepsin,SK-MEL-28,-2.333333333333333
Fulvestrant,Sirolimus,U251,-11.333333333333336
Vorinostat,Romidepsin,SF-268,-6.1111111111111125
Thalidomide,Sirolimus,UACC-257,-5.666666666666668
Everolimus,Sirolimus,UACC-62,2.2222222222222223
Zoledronic acid,Dasatinib,K-562,6.333333333333332
Thalidomide,Docetaxel,HOP-92,-8.777777777777779
Romidepsin,Celecoxib,SW-620,-2.4444444444444446
Sirolimus,Cladribine,RPMI-8226,-5.222222222222221
Vorinostat,Nilotinib,PC-3,-16.666666666666668
Vorinostat,Nilotinib,SNB-75,-3.888888888888889
Azacitidine,Celecoxib,LOX IMVI,3.888888888888889
Romidepsin,Docetaxel,SK-MEL-5,-1.4444444444444444
Zoledronic acid,Azacitidine,OVCAR-8,-1.7777777777777777
Sirolimus,Tretinoin,SW-620,1.6666666666666667
Zoledronic acid,Vorinostat,SF-295,-0.2222222222222222
Tretinoin,Celecoxib,T-47D,0.2222222222222222
Zoledronic acid,Everolimus,NCI-H23,1.1111111111111112
Azacitidine,Paclitaxel,UACC-257,-5.333333333333333
Azacitidine,Sirolimus,DU-145,3.6666666666666665
Azacitidine,Cladribine,BT-549,2.6666666666666665
Fulvestrant,Azacitidine,OVCAR-8,-0.5555555555555556
Nilotinib,Mitotane,SF-295,-10.666666666666666
Mitotane,Paclitaxel,SK-OV-3,-3.2222222222222223
Thalidomide,Paclitaxel,DU-145,-5.222222222222221
Dasatinib,Romidepsin,MCF7,-10.444444444444443
Romidepsin,Tretinoin,A498,0.0
Sirolimus,Cladribine,SF-295,-18.11111111111111
Paclitaxel,Celecoxib,UACC-62,28.88888888888889
Vorinostat,Tretinoin,SW-620,-5.0
Docetaxel,Tretinoin,DU-145,19.22222222222221
Paclitaxel,Cladribine,IGROV1,1.6666666666666667
Nilotinib,Tretinoin,SK-OV-3,-7.888888888888887
Docetaxel,Cladribine,SK-MEL-5,-5.111111111111111
Vorinostat,Nilotinib,NCI-H460,-8.888888888888891
Nilotinib,Mitotane,SK-OV-3,-6.4444444444444455
Vorinostat,Docetaxel,UACC-62,-7.666666666666668
Decitabine,Azacitidine,RPMI-8226,2.7777777777777777
Romidepsin,Sirolimus,SF-539,-1.0
Zoledronic acid,Everolimus,T-47D,-3.0
Vorinostat,Docetaxel,A549/ATCC,-0.2222222222222222
Decitabine,Tretinoin,K-562,1.8888888888888888
Everolimus,Romidepsin,K-562,-6.333333333333332
Dasatinib,Docetaxel,A498,-0.4444444444444444
Romidepsin,Sirolimus,RPMI-8226,4.2222222222222205
Sirolimus,Nilotinib,UACC-257,-4.4444444444444455
Paclitaxel,Sirolimus,SF-539,17.333333333333332
Azacitidine,Tretinoin,SW-620,0.6666666666666666
Tretinoin,Celecoxib,UACC-62,-2.1111111111111107
Fulvestrant,Nilotinib,IGROV1,0.1111111111111111
Vorinostat,Nilotinib,MDA-MB-468,-8.666666666666666
Zoledronic acid,Azacitidine,HS 578T,-2.333333333333333
Docetaxel,Celecoxib,SNB-75,19.444444444444443
Nilotinib,Celecoxib,BT-549,-8.777777777777779
Dasatinib,Romidepsin,KM12,-5.333333333333333
Everolimus,Sirolimus,NCI-H522,1.8888888888888888
Dasatinib,Docetaxel,KM12,1.3333333333333333
Zoledronic acid,Everolimus,MCF7,-3.111111111111111
Azacitidine,Romidepsin,HS 578T,0.0
Nilotinib,Celecoxib,HOP-92,-2.7777777777777777
Zoledronic acid,Romidepsin,T-47D,12.333333333333336
Cladribine,Celecoxib,MDA-MB-231/ATCC,-4.111111111111111
Docetaxel,Cladribine,NCI-H522,-2.1111111111111107
Nilotinib,Celecoxib,MDA-MB-231/ATCC,-4.777777777777779
Fulvestrant,Paclitaxel,CAKI-1,-6.222222222222222
Gefitinib,Lenalidomide,SR,0.1111111111111111
Everolimus,Tretinoin,SF-539,-9.222222222222221
Fulvestrant,Celecoxib,NCI-H522,-1.4444444444444444
Azacitidine,Celecoxib,SNB-75,0.6666666666666666
Azacitidine,Celecoxib,MDA-MB-231/ATCC,-0.2222222222222222
Vorinostat,Nilotinib,OVCAR-4,-9.222222222222221
Mitotane,Azacitidine,SK-MEL-5,-8.555555555555555
Decitabine,Paclitaxel,HS 578T,-15.777777777777779
Azacitidine,Paclitaxel,SK-MEL-5,-1.2222222222222223
Docetaxel,Tretinoin,KM12,13.222222222222221
Paclitaxel,Cladribine,UACC-62,4.111111111111111
Nilotinib,Celecoxib,SW-620,-9.888888888888893
Dasatinib,Sirolimus,MDA-MB-468,4.2222222222222205
Zoledronic acid,Romidepsin,SF-268,6.1111111111111125
Everolimus,Azacitidine,DU-145,-7.222222222222222
Docetaxel,Fulvestrant,HCT-116,7.333333333333332
Cladribine,Celecoxib,UACC-257,-2.4444444444444446
Everolimus,Romidepsin,OVCAR-3,-5.222222222222221
Romidepsin,Tretinoin,DU-145,-3.0
Thalidomide,Azacitidine,MDA-MB-231/ATCC,-2.6666666666666665
Vorinostat,Tretinoin,RPMI-8226,14.444444444444445
Dasatinib,Celecoxib,K-562,46.33333333333334
Mitotane,Azacitidine,NCI-H522,-3.111111111111111
Zoledronic acid,Docetaxel,MDA-MB-231/ATCC,-1.2222222222222223
Everolimus,Azacitidine,UACC-62,-0.2222222222222222
Mitotane,Everolimus,SF-295,-8.0
Romidepsin,Sirolimus,HCT-116,4.333333333333333
Zoledronic acid,Sirolimus,HOP-92,-0.6666666666666666
Nilotinib,Mitotane,HOP-92,-9.111111111111107
Dasatinib,Vorinostat,U251,0.3333333333333333
Fulvestrant,Sirolimus,NCI-H522,-2.4444444444444446
Gefitinib,Lenalidomide,UACC-62,1.8888888888888888
Paclitaxel,Tretinoin,NCI-H460,32.111111111111114
Fulvestrant,Tretinoin,IGROV1,0.2222222222222222
Everolimus,Paclitaxel,SF-539,-1.8888888888888888
Docetaxel,Nilotinib,IGROV1,2.6666666666666665
Tretinoin,Celecoxib,HS 578T,9.333333333333334
Paclitaxel,Sirolimus,HS 578T,0.8888888888888888
Romidepsin,Cladribine,HS 578T,5.222222222222221
Dasatinib,Romidepsin,A549/ATCC,-1.6666666666666667
Dasatinib,Romidepsin,RPMI-8226,-2.7777777777777777
Azacitidine,Paclitaxel,DU-145,-14.555555555555555
Paclitaxel,Celecoxib,IGROV1,17.444444444444443
Everolimus,Vorinostat,PC-3,1.6666666666666667
Sirolimus,Nilotinib,RPMI-8226,10.777777777777779
Mitotane,Cladribine,UACC-62,-2.6666666666666665
Dasatinib,Docetaxel,UACC-62,2.888888888888889
Thalidomide,Tretinoin,HS 578T,0.2222222222222222
Dasatinib,Docetaxel,OVCAR-3,-0.8888888888888888
Decitabine,Cladribine,SF-539,-10.333333333333334
Docetaxel,Nilotinib,PC-3,-5.888888888888888
Tretinoin,Cladribine,SR,-8.11111111111111
Zoledronic acid,Romidepsin,MCF7,-0.2222222222222222
Zoledronic acid,Everolimus,A549/ATCC,-1.1111111111111112
Megestrol acetate,Lenalidomide,RPMI-8226,-0.5555555555555556
Fulvestrant,Celecoxib,ACHN,-5.111111111111111
Decitabine,Sirolimus,HS 578T,-0.1111111111111111
Mitotane,Everolimus,UACC-62,7.888888888888887
Decitabine,Sirolimus,BT-549,4.888888888888889
Everolimus,Azacitidine,T-47D,-1.0
Tretinoin,Celecoxib,IGROV1,-3.4444444444444446
Cladribine,Celecoxib,ACHN,0.2222222222222222
Zoledronic acid,Dasatinib,UACC-257,-0.1111111111111111
Azacitidine,Celecoxib,OVCAR-4,-7.888888888888887
Vorinostat,Celecoxib,OVCAR-4,-2.0
Megestrol acetate,Gefitinib,HS 578T,-8.222222222222221
Everolimus,Nilotinib,HS 578T,-17.22222222222222
Nilotinib,Mitotane,DU-145,-8.11111111111111
Dasatinib,Cladribine,LOX IMVI,-7.666666666666668
Decitabine,Mitotane,MDA-MB-468,-1.8888888888888888
Sirolimus,Nilotinib,U251,0.2222222222222222
Thalidomide,Cladribine,SK-OV-3,-10.0
Decitabine,Cladribine,SK-MEL-28,1.8888888888888888
Mitotane,Dasatinib,DU-145,-1.5555555555555556
Paclitaxel,Celecoxib,K-562,28.44444444444445
Vorinostat,Celecoxib,OVCAR-3,-9.333333333333334
Paclitaxel,Celecoxib,OVCAR-3,26.11111111111111
Azacitidine,Tretinoin,SF-268,-2.888888888888889
Zoledronic acid,Vorinostat,NCI-H522,-1.1111111111111112
Dasatinib,Romidepsin,IGROV1,-5.0
Decitabine,Tretinoin,KM12,1.2222222222222223
Romidepsin,Nilotinib,RPMI-8226,-0.1111111111111111
Vorinostat,Azacitidine,OVCAR-4,-2.333333333333333
Everolimus,Romidepsin,MDA-MB-468,2.7777777777777777
Megestrol acetate,Gefitinib,UACC-62,5.111111111111111
Megestrol acetate,Gefitinib,UACC-257,0.0
Azacitidine,Sirolimus,UACC-62,-7.0
Azacitidine,Celecoxib,KM12,10.555555555555557
Everolimus,Docetaxel,DU-145,1.8888888888888888
Paclitaxel,Cladribine,SK-MEL-28,-10.222222222222221
Mitotane,Nilotinib,K-562,-4.5555555555555545
Decitabine,Sirolimus,K-562,-1.6666666666666667
Mitotane,Azacitidine,MDA-MB-231/ATCC,-6.888888888888888
Mitotane,Azacitidine,SF-268,-2.888888888888889
Thalidomide,Mitotane,HS 578T,1.5555555555555556
Paclitaxel,Celecoxib,A549/ATCC,12.333333333333336
Docetaxel,Sirolimus,MDA-MB-231/ATCC,4.666666666666667
Fulvestrant,Romidepsin,KM12,8.222222222222221
Paclitaxel,Sirolimus,A549/ATCC,3.4444444444444446
Megestrol acetate,Lenalidomide,DU-145,-0.1111111111111111
Decitabine,Azacitidine,SK-OV-3,-14.444444444444445
Dasatinib,Cladribine,MDA-MB-231/ATCC,-0.3333333333333333
Romidepsin,Tretinoin,SNB-75,1.6666666666666667
Fulvestrant,Celecoxib,RPMI-8226,-10.666666666666666
Mitotane,Cladribine,NCI-H23,-5.777777777777778
Dasatinib,Vorinostat,IGROV1,1.2222222222222223
Fulvestrant,Sirolimus,MDA-MB-231/ATCC,0.2222222222222222
Zoledronic acid,Azacitidine,K-562,-0.7777777777777778
Vorinostat,Cladribine,UACC-257,-3.111111111111111
Nilotinib,Tretinoin,MCF7,-4.0
Dasatinib,Sirolimus,SF-268,-4.111111111111111
Zoledronic acid,Azacitidine,SK-MEL-5,-5.333333333333333
Decitabine,Cladribine,SW-620,2.6666666666666665
Everolimus,Sirolimus,KM12,-4.5555555555555545
Nilotinib,Celecoxib,NCI-H460,-0.1111111111111111
Thalidomide,Sirolimus,SW-620,4.0
Zoledronic acid,Paclitaxel,MDA-MB-231/ATCC,-5.666666666666668
Zoledronic acid,Paclitaxel,SF-295,-0.2222222222222222
Vorinostat,Nilotinib,A498,-6.222222222222222
Decitabine,Cladribine,CAKI-1,-8.888888888888891
Thalidomide,Cladribine,UACC-257,-4.888888888888889
Zoledronic acid,Paclitaxel,NCI-H460,-8.333333333333334
Romidepsin,Docetaxel,T-47D,-1.7777777777777777
Vorinostat,Sirolimus,OVCAR-8,-2.4444444444444446
Everolimus,Celecoxib,NCI-H522,-1.6666666666666667
Zoledronic acid,Dasatinib,NCI-H23,2.7777777777777777
Mitotane,Azacitidine,OVCAR-8,2.333333333333333
Fulvestrant,Nilotinib,SF-295,-3.6666666666666665
Zoledronic acid,Nilotinib,MCF7,-2.7777777777777777
Mitotane,Everolimus,U251,-3.888888888888889
Romidepsin,Cladribine,K-562,-3.4444444444444446
Azacitidine,Celecoxib,SK-MEL-5,-0.3333333333333333
Everolimus,Vorinostat,SK-MEL-28,-13.333333333333336
Vorinostat,Docetaxel,T-47D,-12.333333333333336
Sirolimus,Mitotane,SNB-75,-0.3333333333333333
Thalidomide,Docetaxel,ACHN,-8.444444444444445
Dasatinib,Celecoxib,U251,-2.555555555555556
Zoledronic acid,Docetaxel,T-47D,-1.5555555555555556
Thalidomide,Docetaxel,OVCAR-4,-9.333333333333334
Azacitidine,Tretinoin,OVCAR-4,1.3333333333333333
Vorinostat,Azacitidine,UACC-257,1.1111111111111112
Azacitidine,Sirolimus,SK-MEL-28,-7.888888888888887
Thalidomide,Azacitidine,ACHN,-1.3333333333333333
Dasatinib,Sirolimus,OVCAR-3,-1.0
Fulvestrant,Dasatinib,MDA-MB-468,-1.6666666666666667
Romidepsin,Paclitaxel,T-47D,-2.333333333333333
Fulvestrant,Dasatinib,RPMI-8226,-16.0
Fulvestrant,Dasatinib,KM12,-13.0
Decitabine,Tretinoin,NCI-H522,0.0
Dasatinib,Tretinoin,MCF7,-6.222222222222222
Megestrol acetate,Lenalidomide,A498,-4.777777777777779
Mitotane,Docetaxel,UACC-257,0.3333333333333333
Cladribine,Celecoxib,RPMI-8226,-5.5555555555555545
Mitotane,Everolimus,A549/ATCC,3.4444444444444446
Zoledronic acid,Paclitaxel,HOP-92,-3.6666666666666665
Azacitidine,Cladribine,KM12,-13.444444444444445
Vorinostat,Romidepsin,A498,-9.111111111111107
Romidepsin,Tretinoin,BT-549,3.555555555555556
Zoledronic acid,Sirolimus,K-562,-11.555555555555555
Decitabine,Docetaxel,BT-549,6.666666666666668
Dasatinib,Sirolimus,SW-620,0.6666666666666666
Paclitaxel,Nilotinib,PC-3,-6.777777777777778
Mitotane,Nilotinib,CAKI-1,-13.555555555555555
Dasatinib,Cladribine,HCT-116,-3.7777777777777777
Dasatinib,Docetaxel,MCF7,-3.4444444444444446
Zoledronic acid,Azacitidine,BT-549,-4.5555555555555545
Mitotane,Sirolimus,ACHN,2.6666666666666665
Azacitidine,Sirolimus,SW-620,1.2222222222222223
Nilotinib,Cladribine,OVCAR-3,1.1111111111111112
Mitotane,Celecoxib,NCI-H522,-2.7777777777777777
Paclitaxel,Nilotinib,MDA-MB-468,27.777777777777786
Dasatinib,Sirolimus,SK-MEL-28,0.3333333333333333
Megestrol acetate,Lenalidomide,BT-549,-2.7777777777777777
Fulvestrant,Sirolimus,SF-268,2.1111111111111107
Zoledronic acid,Paclitaxel,SF-268,-3.0
Everolimus,Romidepsin,MCF7,-1.3333333333333333
Cladribine,Celecoxib,NCI-H460,-10.555555555555557
Sirolimus,Nilotinib,BT-549,-2.7777777777777777
Fulvestrant,Cladribine,SNB-75,-6.1111111111111125
Mitotane,Tretinoin,RPMI-8226,-12.555555555555555
Everolimus,Tretinoin,RPMI-8226,6.666666666666668
Paclitaxel,Tretinoin,SK-MEL-5,17.444444444444443
Dasatinib,Celecoxib,A549/ATCC,3.4444444444444446
Vorinostat,Docetaxel,K-562,-0.7777777777777778
Fulvestrant,Dasatinib,SW-620,-1.7777777777777777
Thalidomide,Mitotane,SF-295,-0.8888888888888888
Thalidomide,Docetaxel,SF-295,3.4444444444444446
Decitabine,Paclitaxel,HOP-92,-12.444444444444445
Zoledronic acid,Dasatinib,MCF7,-2.0
Dasatinib,Azacitidine,LOX IMVI,-2.555555555555556
Megestrol acetate,Lenalidomide,U251,-0.3333333333333333
Paclitaxel,Celecoxib,OVCAR-4,11.888888888888893
Dasatinib,Romidepsin,NCI-H460,-2.4444444444444446
Dasatinib,Docetaxel,HCT-15,-4.777777777777779
Megestrol acetate,Gefitinib,SK-MEL-28,3.7777777777777777
Dasatinib,Docetaxel,SW-620,-0.1111111111111111
Decitabine,Cladribine,BT-549,7.4444444444444455
Dasatinib,Nilotinib,NCI-H460,-6.0
Thalidomide,Cladribine,SW-620,0.3333333333333333
Azacitidine,Fulvestrant,OVCAR-3,-11.222222222222221
Everolimus,Cladribine,PC-3,-2.333333333333333
Romidepsin,Paclitaxel,UACC-257,3.111111111111111
Vorinostat,Cladribine,OVCAR-3,-9.444444444444443
Fulvestrant,Nilotinib,HOP-92,-6.666666666666668
Fulvestrant,Everolimus,SF-539,7.555555555555554
Nilotinib,Cladribine,A549/ATCC,-10.0
Zoledronic acid,Vorinostat,SK-MEL-5,-1.7777777777777777
Docetaxel,Tretinoin,OVCAR-8,17.333333333333332
Thalidomide,Mitotane,SK-MEL-5,3.6666666666666665
Dasatinib,Vorinostat,MDA-MB-231/ATCC,-6.777777777777778
Azacitidine,Fulvestrant,UACC-257,-4.4444444444444455
Zoledronic acid,Dasatinib,HOP-92,-7.666666666666668
Fulvestrant,Vorinostat,LOX IMVI,-11.555555555555555
Fulvestrant,Sirolimus,CAKI-1,-6.666666666666668
Zoledronic acid,Azacitidine,SK-MEL-28,0.5555555555555556
Cladribine,Celecoxib,KM12,-5.666666666666668
Dasatinib,Paclitaxel,NCI-H460,0.3333333333333333
Zoledronic acid,Cladribine,SF-539,-9.0
Vorinostat,Azacitidine,A498,-7.777777777777778
Mitotane,Everolimus,UACC-257,-5.5555555555555545
Vorinostat,Tretinoin,LOX IMVI,-7.4444444444444455
Zoledronic acid,Paclitaxel,BT-549,2.1111111111111107
Vorinostat,Azacitidine,UACC-62,6.222222222222222
Vorinostat,Celecoxib,A549/ATCC,-3.6666666666666665
Dasatinib,Celecoxib,NCI-H460,-3.555555555555556
Romidepsin,Sirolimus,MDA-MB-468,0.8888888888888888
Fulvestrant,Paclitaxel,OVCAR-8,-2.555555555555556
Megestrol acetate,Gefitinib,CAKI-1,-18.88888888888889
Everolimus,Dasatinib,LOX IMVI,-6.0
Dasatinib,Docetaxel,SF-268,0.3333333333333333
Romidepsin,Nilotinib,SK-MEL-5,-16.666666666666668
Fulvestrant,Tretinoin,SK-MEL-28,-0.4444444444444444
Decitabine,Cladribine,LOX IMVI,3.7777777777777777
Azacitidine,Celecoxib,NCI-H522,-5.111111111111111
Thalidomide,Paclitaxel,MCF7,-1.3333333333333333
Decitabine,Cladribine,KM12,-0.7777777777777778
Dasatinib,Sirolimus,UACC-257,-6.1111111111111125
Sirolimus,Tretinoin,NCI-H522,-3.2222222222222223
Tretinoin,Celecoxib,NCI-H460,-2.555555555555556
Nilotinib,Celecoxib,MDA-MB-468,-5.666666666666668
Mitotane,Docetaxel,NCI-H522,19.555555555555557
Vorinostat,Paclitaxel,DU-145,0.5555555555555556
Fulvestrant,Cladribine,NCI-H522,-1.0
Decitabine,Tretinoin,MDA-MB-468,4.0
Decitabine,Azacitidine,SF-539,-4.888888888888889
Azacitidine,Nilotinib,NCI-H522,-15.0
Vorinostat,Tretinoin,UACC-62,3.2222222222222223
Decitabine,Paclitaxel,BT-549,12.777777777777779
Romidepsin,Celecoxib,LOX IMVI,-6.666666666666668
Docetaxel,Celecoxib,NCI-H522,15.444444444444445
Fulvestrant,Celecoxib,HOP-92,-4.888888888888889
Dasatinib,Cladribine,NCI-H522,-2.2222222222222223
Decitabine,Sirolimus,CAKI-1,-4.0
Mitotane,Cladribine,IGROV1,-4.888888888888889
Mitotane,Tretinoin,HOP-92,0.2222222222222222
Mitotane,Tretinoin,NCI-H460,1.1111111111111112
Docetaxel,Sirolimus,DU-145,3.6666666666666665
Mitotane,Everolimus,SK-MEL-28,14.111111111111107
Mitotane,Azacitidine,SF-539,-2.7777777777777777
Decitabine,Mitotane,K-562,-2.1111111111111107
Docetaxel,Paclitaxel,KM12,-3.0
Sirolimus,Cladribine,OVCAR-3,-10.222222222222221
Docetaxel,Tretinoin,K-562,27.0
Dasatinib,Vorinostat,BT-549,-2.4444444444444446
Everolimus,Celecoxib,IGROV1,-1.6666666666666667
Fulvestrant,Nilotinib,HCT-116,-8.11111111111111
Gefitinib,Lenalidomide,PC-3,-0.4444444444444444
Sirolimus,Tretinoin,SF-539,1.2222222222222223
Fulvestrant,Romidepsin,HS 578T,9.111111111111107
Azacitidine,Tretinoin,RPMI-8226,6.5555555555555545
Zoledronic acid,Azacitidine,SR,-4.5555555555555545
Everolimus,Dasatinib,OVCAR-4,-2.888888888888889
Mitotane,Azacitidine,HOP-92,-1.7777777777777777
Tretinoin,Cladribine,U251,2.888888888888889
Megestrol acetate,Gefitinib,RPMI-8226,7.1111111111111125
Thalidomide,Paclitaxel,NCI-H522,2.7777777777777777
Fulvestrant,Dasatinib,U251,-4.111111111111111
Fulvestrant,Celecoxib,SK-OV-3,-12.444444444444445
Zoledronic acid,Tretinoin,BT-549,-5.888888888888888
Zoledronic acid,Dasatinib,A549/ATCC,-0.3333333333333333
Vorinostat,Celecoxib,RPMI-8226,-7.888888888888887
Azacitidine,Nilotinib,OVCAR-4,-13.444444444444445
Everolimus,Azacitidine,PC-3,-0.3333333333333333
Azacitidine,Cladribine,A549/ATCC,1.7777777777777777
Mitotane,Paclitaxel,UACC-62,0.4444444444444444
Thalidomide,Tretinoin,U251,-12.666666666666664
Vorinostat,Celecoxib,MDA-MB-231/ATCC,2.6666666666666665
Nilotinib,Celecoxib,SNB-75,-7.0
Romidepsin,Paclitaxel,K-562,-4.4444444444444455
Everolimus,Cladribine,HCT-116,-8.777777777777779
Cladribine,Celecoxib,U251,-5.111111111111111
Fulvestrant,Azacitidine,UACC-62,1.4444444444444444
Fulvestrant,Romidepsin,SF-268,1.3333333333333333
Azacitidine,Nilotinib,A549/ATCC,-10.333333333333334
Megestrol acetate,Lenalidomide,MCF7,-12.555555555555555
Paclitaxel,Nilotinib,HCT-116,1.3333333333333333
Dasatinib,Romidepsin,BT-549,-2.7777777777777777
Zoledronic acid,Everolimus,NCI-H460,-2.4444444444444446
Romidepsin,Cladribine,BT-549,1.8888888888888888
Everolimus,Docetaxel,OVCAR-3,-4.777777777777779
Zoledronic acid,Sirolimus,HCT-116,0.7777777777777778
Azacitidine,Nilotinib,MDA-MB-468,-1.7777777777777777
Zoledronic acid,Vorinostat,OVCAR-3,-3.555555555555556
Azacitidine,Tretinoin,UACC-62,-4.111111111111111
Zoledronic acid,Nilotinib,SNB-75,-3.0
Zoledronic acid,Romidepsin,K-562,-3.333333333333333
Mitotane,Celecoxib,SK-MEL-5,-5.888888888888888
Zoledronic acid,Docetaxel,ACHN,0.6666666666666666
Vorinostat,Docetaxel,NCI-H460,-2.2222222222222223
Azacitidine,Docetaxel,NCI-H460,-0.1111111111111111
Mitotane,Celecoxib,SK-MEL-28,-9.0
Paclitaxel,Nilotinib,OVCAR-3,29.66666666666667
Dasatinib,Docetaxel,SK-MEL-28,-0.4444444444444444
Decitabine,Mitotane,LOX IMVI,-3.7777777777777777
Tretinoin,Cladribine,ACHN,-1.7777777777777777
Zoledronic acid,Dasatinib,UACC-62,2.888888888888889
Zoledronic acid,Vorinostat,CAKI-1,1.1111111111111112
Decitabine,Paclitaxel,KM12,-25.555555555555557
Zoledronic acid,Docetaxel,CAKI-1,11.444444444444445
Dasatinib,Azacitidine,RPMI-8226,4.333333333333333
Tretinoin,Celecoxib,NCI-H522,-0.6666666666666666
Romidepsin,Celecoxib,PC-3,6.222222222222222
Sirolimus,Cladribine,UACC-257,-4.2222222222222205
Mitotane,Tretinoin,OVCAR-3,-8.666666666666666
Azacitidine,Nilotinib,UACC-257,-4.111111111111111
Everolimus,Celecoxib,MDA-MB-231/ATCC,3.4444444444444446
Everolimus,Paclitaxel,OVCAR-4,17.333333333333332
Nilotinib,Mitotane,UACC-257,-2.0
Zoledronic acid,Dasatinib,KM12,-1.8888888888888888
