Drug A,Drug B,Cell Line Name,Score
Thalidomide,Azacitidine,MDA-MB-468,5.0
Decitabine,Mitotane,NCI-H522,-2.888888888888889
Azacitidine,Tretinoin,NCI-H522,2.333333333333333
Tretinoin,Celecoxib,RPMI-8226,-0.7777777777777778
Azacitidine,Romidepsin,MDA-MB-468,-3.333333333333333
Nilotinib,Cladribine,MDA-MB-231/ATCC,-4.111111111111111
Everolimus,Tretinoin,IGROV1,-7.222222222222222
Romidepsin,Celecoxib,MDA-MB-468,2.4444444444444446
Dasatinib,Tretinoin,MDA-MB-231/ATCC,3.888888888888889
Thalidomide,Paclitaxel,BT-549,-0.6666666666666666
Paclitaxel,Sirolimus,OVCAR-8,3.4444444444444446
Tretinoin,Celecoxib,KM12,4.111111111111111
Sirolimus,Celecoxib,OVCAR-3,4.4444444444444455
Mitotane,Paclitaxel,SF-539,0.8888888888888888
Docetaxel,Cladribine,UACC-257,-4.111111111111111
Megestrol acetate,Lenalidomide,UACC-62,-0.1111111111111111
Fulvestrant,Romidepsin,SW-620,7.222222222222222
Mitotane,Celecoxib,A549/ATCC,-3.6666666666666665
Tretinoin,Cladribine,UACC-257,-1.8888888888888888
Decitabine,Sirolimus,UACC-257,-8.444444444444445
Megestrol acetate,Lenalidomide,K-562,-4.888888888888889
Zoledronic acid,Celecoxib,MCF7,-11.222222222222221
Fulvestrant,Celecoxib,SK-MEL-28,-6.888888888888888
Gefitinib,Lenalidomide,CAKI-1,-8.777777777777779
Mitotane,Everolimus,SF-539,6.888888888888888
Dasatinib,Azacitidine,A549/ATCC,-5.111111111111111
Decitabine,Cladribine,HCT-15,1.6666666666666667
Decitabine,Mitotane,HS 578T,-2.0
Fulvestrant,Romidepsin,A498,11.333333333333336
Thalidomide,Azacitidine,SK-OV-3,-5.333333333333333
Vorinostat,Sirolimus,NCI-H460,-2.333333333333333
Docetaxel,Nilotinib,NCI-H460,8.777777777777779
Fulvestrant,Azacitidine,DU-145,2.333333333333333
Decitabine,Paclitaxel,OVCAR-4,-8.222222222222221
Gefitinib,Lenalidomide,A498,-5.888888888888888
Mitotane,Azacitidine,SNB-75,1.1111111111111112
Fulvestrant,Azacitidine,T-47D,-0.3333333333333333
Azacitidine,Celecoxib,IGROV1,-2.4444444444444446
Mitotane,Sirolimus,A549/ATCC,-2.4444444444444446
Docetaxel,Paclitaxel,SK-MEL-28,0.3333333333333333
Fulvestrant,Tretinoin,A549/ATCC,7.333333333333332
Zoledronic acid,Docetaxel,IGROV1,4.888888888888889
Dasatinib,Azacitidine,DU-145,-3.555555555555556
Vorinostat,Romidepsin,T-47D,-1.7777777777777777
Paclitaxel,Celecoxib,MDA-MB-468,27.88888888888889
Vorinostat,Sirolimus,T-47D,-8.0
Fulvestrant,Tretinoin,K-562,-1.3333333333333333
Decitabine,Tretinoin,HOP-92,-9.111111111111107
Zoledronic acid,Celecoxib,DU-145,-3.555555555555556
Cladribine,Celecoxib,HOP-92,-9.888888888888893
Fulvestrant,Paclitaxel,SNB-75,-1.8888888888888888
Fulvestrant,Celecoxib,NCI-H460,-4.5555555555555545
Azacitidine,Celecoxib,OVCAR-8,8.666666666666666
Fulvestrant,Dasatinib,HS 578T,12.111111111111107
Dasatinib,Vorinostat,SF-268,-0.7777777777777778
Sirolimus,Nilotinib,ACHN,-5.333333333333333
Nilotinib,Mitotane,MCF7,-3.6666666666666665
Cladribine,Celecoxib,NCI-H23,1.1111111111111112
Dasatinib,Nilotinib,SK-MEL-28,-24.11111111111111
Decitabine,Sirolimus,UACC-62,4.2222222222222205
Zoledronic acid,Romidepsin,SF-539,-0.5555555555555556
Romidepsin,Tretinoin,K-562,0.4444444444444444
Paclitaxel,Nilotinib,SW-620,5.222222222222221
Fulvestrant,Paclitaxel,IGROV1,-1.8888888888888888
Fulvestrant,Vorinostat,PC-3,-4.4444444444444455
Everolimus,Cladribine,SNB-75,-2.6666666666666665
Paclitaxel,Celecoxib,SF-539,26.44444444444445
Docetaxel,Paclitaxel,UACC-62,-1.5555555555555556
Everolimus,Cladribine,RPMI-8226,-8.666666666666666
Dasatinib,Paclitaxel,MCF7,-9.333333333333334
Fulvestrant,Azacitidine,LOX IMVI,-12.333333333333336
Dasatinib,Tretinoin,LOX IMVI,-6.4444444444444455
Paclitaxel,Cladribine,HCT-116,-4.4444444444444455
Paclitaxel,Nilotinib,SF-268,-20.11111111111111
Fulvestrant,Tretinoin,T-47D,-2.1111111111111107
Mitotane,Dasatinib,OVCAR-8,0.2222222222222222
Fulvestrant,Everolimus,HCT-116,10.333333333333334
Nilotinib,Cladribine,LOX IMVI,-7.222222222222222
Dasatinib,Sirolimus,MCF7,1.6666666666666667
Vorinostat,Celecoxib,KM12,-0.2222222222222222
Dasatinib,Sirolimus,A549/ATCC,0.2222222222222222
Everolimus,Paclitaxel,HCT-116,2.7777777777777777
Paclitaxel,Cladribine,A549/ATCC,-4.888888888888889
Sirolimus,Nilotinib,SW-620,2.4444444444444446
Docetaxel,Fulvestrant,IGROV1,0.4444444444444444
Mitotane,Nilotinib,SK-MEL-28,-4.0
Mitotane,Nilotinib,LOX IMVI,-16.11111111111111
Mitotane,Celecoxib,T-47D,-8.11111111111111
Sirolimus,Mitotane,BT-549,0.4444444444444444
Vorinostat,Cladribine,BT-549,-9.444444444444443
Everolimus,Vorinostat,DU-145,-5.4444444444444455
Zoledronic acid,Azacitidine,SNB-75,1.7777777777777777
Everolimus,Docetaxel,K-562,3.0
Zoledronic acid,Sirolimus,T-47D,9.333333333333334
Zoledronic acid,Vorinostat,RPMI-8226,-12.333333333333336
Everolimus,Paclitaxel,UACC-257,2.7777777777777777
Thalidomide,Tretinoin,A498,-2.4444444444444446
Thalidomide,Tretinoin,K-562,-14.888888888888893
Thalidomide,Docetaxel,UACC-62,-2.333333333333333
Mitotane,Celecoxib,SK-OV-3,-3.0
Azacitidine,Celecoxib,PC-3,0.7777777777777778
Decitabine,Docetaxel,HOP-92,-11.666666666666664
Everolimus,Paclitaxel,SNB-75,5.333333333333333
Thalidomide,Sirolimus,CAKI-1,0.1111111111111111
Dasatinib,Cladribine,DU-145,-4.777777777777779
Sirolimus,Cladribine,SW-620,-2.4444444444444446
Everolimus,Tretinoin,HCT-116,-9.222222222222221
Decitabine,Paclitaxel,MCF7,-22.44444444444445
Everolimus,Dasatinib,SW-620,-1.6666666666666667
Tretinoin,Celecoxib,MCF7,-2.2222222222222223
Sirolimus,Celecoxib,SNB-75,6.333333333333332
Zoledronic acid,Paclitaxel,SK-OV-3,-4.111111111111111
Thalidomide,Azacitidine,NCI-H23,-3.111111111111111
Mitotane,Docetaxel,OVCAR-3,11.333333333333336
Fulvestrant,Azacitidine,HS 578T,4.111111111111111
Everolimus,Nilotinib,U251,-8.11111111111111
Dasatinib,Docetaxel,PC-3,1.4444444444444444
Zoledronic acid,Nilotinib,SF-268,-7.222222222222222
Zoledronic acid,Vorinostat,DU-145,0.4444444444444444
Cladribine,Celecoxib,SK-MEL-28,-5.111111111111111
Zoledronic acid,Sirolimus,BT-549,0.1111111111111111
Azacitidine,Nilotinib,SF-268,-15.333333333333336
Mitotane,Nilotinib,DU-145,0.2222222222222222
Zoledronic acid,Cladribine,DU-145,-1.1111111111111112
Paclitaxel,Tretinoin,HS 578T,38.111111111111114
Everolimus,Sirolimus,OVCAR-4,0.1111111111111111
Zoledronic acid,Docetaxel,SK-OV-3,-1.1111111111111112
Docetaxel,Sirolimus,NCI-H522,2.333333333333333
Decitabine,Mitotane,BT-549,-1.0
Fulvestrant,Paclitaxel,SR,-4.111111111111111
Vorinostat,Celecoxib,NCI-H460,-6.4444444444444455
Dasatinib,Cladribine,NCI-H460,-1.3333333333333333
Nilotinib,Tretinoin,K-562,-8.333333333333334
Dasatinib,Docetaxel,A549/ATCC,-1.6666666666666667
Everolimus,Nilotinib,A498,-2.333333333333333
Docetaxel,Nilotinib,UACC-62,-5.888888888888888
Azacitidine,Sirolimus,SNB-75,0.3333333333333333
Vorinostat,Sirolimus,BT-549,-6.777777777777778
Vorinostat,Docetaxel,SF-539,-2.888888888888889
Mitotane,Azacitidine,HCT-15,7.1111111111111125
Vorinostat,Paclitaxel,HCT-116,-7.0
Vorinostat,Paclitaxel,PC-3,-8.777777777777779
Fulvestrant,Dasatinib,MDA-MB-231/ATCC,6.1111111111111125
Tretinoin,Celecoxib,NCI-H23,1.0
Docetaxel,Celecoxib,DU-145,13.666666666666664
Dasatinib,Docetaxel,NCI-H522,-0.2222222222222222
Thalidomide,Mitotane,HOP-92,-4.2222222222222205
Zoledronic acid,Paclitaxel,U251,-10.666666666666666
Sirolimus,Nilotinib,SK-OV-3,3.111111111111111
Mitotane,Docetaxel,HCT-15,-0.4444444444444444
Dasatinib,Tretinoin,RPMI-8226,-2.1111111111111107
Azacitidine,Celecoxib,NCI-H460,6.1111111111111125
Thalidomide,Docetaxel,CAKI-1,-11.444444444444445
Zoledronic acid,Docetaxel,SK-MEL-28,-9.888888888888893
Mitotane,Tretinoin,HCT-15,6.4444444444444455
Dasatinib,Vorinostat,A549/ATCC,-0.7777777777777778
Fulvestrant,Dasatinib,SF-295,4.4444444444444455
Vorinostat,Celecoxib,SF-268,-9.666666666666666
Thalidomide,Mitotane,LOX IMVI,-4.2222222222222205
Azacitidine,Sirolimus,SK-MEL-5,-1.5555555555555556
Romidepsin,Tretinoin,SW-620,-5.888888888888888
Dasatinib,Celecoxib,SF-539,-1.4444444444444444
Nilotinib,Celecoxib,HS 578T,-5.777777777777778
Fulvestrant,Azacitidine,HCT-116,-9.888888888888893
Azacitidine,Tretinoin,HCT-116,-1.7777777777777777
Dasatinib,Tretinoin,IGROV1,6.666666666666668
Fulvestrant,Paclitaxel,RPMI-8226,-12.111111111111107
Fulvestrant,Paclitaxel,SF-539,-6.888888888888888
Dasatinib,Nilotinib,OVCAR-4,-4.2222222222222205
Decitabine,Cladribine,U251,-4.5555555555555545
Dasatinib,Cladribine,SK-MEL-28,-9.555555555555557
Thalidomide,Paclitaxel,SW-620,-1.7777777777777777
Mitotane,Azacitidine,OVCAR-4,-2.2222222222222223
Paclitaxel,Tretinoin,OVCAR-8,24.88888888888889
Dasatinib,Romidepsin,MDA-MB-468,-1.3333333333333333
Gefitinib,Lenalidomide,ACHN,-6.1111111111111125
Tretinoin,Cladribine,MDA-MB-468,-2.888888888888889
Fulvestrant,Nilotinib,SF-539,1.2222222222222223
Vorinostat,Tretinoin,OVCAR-4,-2.333333333333333
Everolimus,Docetaxel,NCI-H522,4.0
Zoledronic acid,Romidepsin,ACHN,-4.777777777777779
Zoledronic acid,Azacitidine,U251,0.2222222222222222
Dasatinib,Celecoxib,PC-3,6.888888888888888
Everolimus,Azacitidine,K-562,-2.555555555555556
Mitotane,Cladribine,MDA-MB-231/ATCC,0.3333333333333333
Vorinostat,Celecoxib,MDA-MB-468,-4.111111111111111
Decitabine,Azacitidine,SW-620,-2.333333333333333
Azacitidine,Fulvestrant,LOX IMVI,-13.222222222222221
Vorinostat,Romidepsin,SW-620,-2.888888888888889
Zoledronic acid,Romidepsin,SNB-75,2.1111111111111107
Zoledronic acid,Docetaxel,U251,-7.777777777777778
Decitabine,Azacitidine,HCT-15,-3.333333333333333
Zoledronic acid,Azacitidine,OVCAR-4,3.111111111111111
Decitabine,Sirolimus,ACHN,2.7777777777777777
Megestrol acetate,Lenalidomide,HCT-116,-2.4444444444444446
Paclitaxel,Sirolimus,SW-620,1.7777777777777777
Everolimus,Sirolimus,HCT-15,1.8888888888888888
Mitotane,Everolimus,MDA-MB-231/ATCC,7.222222222222222
Sirolimus,Celecoxib,NCI-H522,1.6666666666666667
Everolimus,Tretinoin,SK-MEL-28,-8.222222222222221
Fulvestrant,Nilotinib,CAKI-1,-8.11111111111111
Decitabine,Cladribine,MCF7,-0.4444444444444444
Fulvestrant,Dasatinib,NCI-H23,-1.8888888888888888
Zoledronic acid,Dasatinib,NCI-H460,-0.3333333333333333
Decitabine,Paclitaxel,OVCAR-3,15.0
Decitabine,Sirolimus,OVCAR-8,-3.888888888888889
Romidepsin,Nilotinib,BT-549,-2.4444444444444446
Vorinostat,Docetaxel,A498,-2.6666666666666665
Thalidomide,Paclitaxel,U251,-4.333333333333333
Vorinostat,Tretinoin,DU-145,-4.777777777777779
Decitabine,Azacitidine,DU-145,-9.0
Dasatinib,Celecoxib,A498,1.7777777777777777
Zoledronic acid,Celecoxib,NCI-H23,-8.333333333333334
Vorinostat,Romidepsin,OVCAR-3,-2.0
Paclitaxel,Nilotinib,SF-539,22.777777777777786
Nilotinib,Cladribine,HS 578T,-4.888888888888889
Azacitidine,Nilotinib,SK-MEL-28,-20.666666666666668
Paclitaxel,Tretinoin,DU-145,40.55555555555557
Paclitaxel,Nilotinib,LOX IMVI,3.333333333333333
Everolimus,Paclitaxel,SW-620,10.111111111111107
Megestrol acetate,Gefitinib,MDA-MB-468,5.333333333333333
Romidepsin,Sirolimus,A549/ATCC,3.555555555555556
Zoledronic acid,Sirolimus,RPMI-8226,-10.666666666666666
Everolimus,Vorinostat,U251,0.3333333333333333
Decitabine,Paclitaxel,ACHN,-0.6666666666666666
Decitabine,Azacitidine,SF-268,1.2222222222222223
Sirolimus,Cladribine,DU-145,-12.777777777777779
Sirolimus,Celecoxib,NCI-H23,-3.333333333333333
Docetaxel,Tretinoin,HS 578T,20.666666666666668
Fulvestrant,Sirolimus,IGROV1,-1.2222222222222223
Romidepsin,Nilotinib,HCT-116,-4.4444444444444455
Vorinostat,Romidepsin,OVCAR-8,3.6666666666666665
Vorinostat,Cladribine,UACC-62,-11.111111111111107
Dasatinib,Paclitaxel,HCT-15,-2.888888888888889
Zoledronic acid,Dasatinib,HS 578T,3.111111111111111
Dasatinib,Nilotinib,A549/ATCC,-3.0
Mitotane,Docetaxel,SW-620,5.4444444444444455
Everolimus,Vorinostat,MDA-MB-231/ATCC,-0.7777777777777778
Mitotane,Paclitaxel,HS 578T,-3.888888888888889
Paclitaxel,Sirolimus,KM12,11.888888888888893
Nilotinib,Mitotane,HCT-116,-5.888888888888888
Decitabine,Cladribine,ACHN,2.333333333333333
Dasatinib,Sirolimus,NCI-H460,-0.5555555555555556
Fulvestrant,Sirolimus,A549/ATCC,-0.5555555555555556
Everolimus,Dasatinib,SF-539,-0.1111111111111111
Tretinoin,Cladribine,K-562,-2.555555555555556
Dasatinib,Sirolimus,K-562,11.888888888888893
Paclitaxel,Nilotinib,SK-MEL-5,8.333333333333334
Megestrol acetate,Gefitinib,SF-268,-5.888888888888888
Docetaxel,Sirolimus,OVCAR-3,7.666666666666668
Fulvestrant,Paclitaxel,HS 578T,-0.1111111111111111
Thalidomide,Azacitidine,A498,5.888888888888888
Gefitinib,Lenalidomide,HCT-116,0.0
Mitotane,Nilotinib,HCT-15,-1.7777777777777777
Thalidomide,Paclitaxel,NCI-H23,2.888888888888889
Mitotane,Nilotinib,IGROV1,0.0
Nilotinib,Cladribine,NCI-H522,-2.333333333333333
Everolimus,Dasatinib,KM12,-2.0
Dasatinib,Tretinoin,OVCAR-4,0.1111111111111111
Dasatinib,Nilotinib,IGROV1,-2.4444444444444446
Thalidomide,Mitotane,DU-145,-7.333333333333332
Everolimus,Vorinostat,HS 578T,-10.555555555555557
Everolimus,Sirolimus,A498,2.0
Zoledronic acid,Azacitidine,LOX IMVI,-6.333333333333332
Fulvestrant,Tretinoin,SNB-75,-0.8888888888888888
Fulvestrant,Everolimus,SK-MEL-5,8.777777777777779
Mitotane,Everolimus,HCT-15,5.222222222222221
Fulvestrant,Paclitaxel,SW-620,-5.888888888888888
Everolimus,Romidepsin,DU-145,-2.555555555555556
Docetaxel,Fulvestrant,SK-MEL-5,9.0
Docetaxel,Fulvestrant,KM12,19.33333333333333
Romidepsin,Docetaxel,SF-268,-2.2222222222222223
Dasatinib,Azacitidine,HS 578T,-0.5555555555555556
Zoledronic acid,Celecoxib,T-47D,-8.555555555555555
Everolimus,Celecoxib,UACC-257,-12.333333333333336
Mitotane,Cladribine,NCI-H522,-4.777777777777779
Nilotinib,Mitotane,SF-268,-0.8888888888888888
Azacitidine,Docetaxel,SNB-75,-3.111111111111111
Everolimus,Celecoxib,HCT-15,-3.111111111111111
Dasatinib,Romidepsin,DU-145,-8.0
Paclitaxel,Cladribine,KM12,2.2222222222222223
Azacitidine,Sirolimus,KM12,2.333333333333333
Paclitaxel,Sirolimus,A498,7.0
Paclitaxel,Sirolimus,OVCAR-3,13.333333333333336
Everolimus,Nilotinib,T-47D,-11.222222222222221
Romidepsin,Paclitaxel,IGROV1,-2.555555555555556
Fulvestrant,Paclitaxel,OVCAR-4,-5.111111111111111
Docetaxel,Sirolimus,OVCAR-8,6.777777777777778
Paclitaxel,Sirolimus,RPMI-8226,-6.888888888888888
Fulvestrant,Vorinostat,U251,-0.6666666666666666
Azacitidine,Celecoxib,DU-145,-5.0
Docetaxel,Cladribine,HS 578T,1.6666666666666667
Fulvestrant,Sirolimus,SF-539,-9.444444444444443
Paclitaxel,Cladribine,SF-268,-7.555555555555554
Dasatinib,Sirolimus,LOX IMVI,-3.111111111111111
Mitotane,Sirolimus,BT-549,-7.1111111111111125
Zoledronic acid,Celecoxib,MDA-MB-231/ATCC,-2.0
Romidepsin,Docetaxel,MDA-MB-468,-3.111111111111111
Fulvestrant,Cladribine,MCF7,-3.333333333333333
Megestrol acetate,Lenalidomide,CAKI-1,-13.666666666666664
Zoledronic acid,Nilotinib,SK-MEL-28,-3.333333333333333
Thalidomide,Docetaxel,SW-620,-6.4444444444444455
Zoledronic acid,Romidepsin,SW-620,3.6666666666666665
Sirolimus,Mitotane,NCI-H522,-9.666666666666666
Everolimus,Romidepsin,RPMI-8226,3.111111111111111
Tretinoin,Celecoxib,HOP-92,2.555555555555556
Sirolimus,Nilotinib,DU-145,-4.333333333333333
Mitotane,Everolimus,SNB-75,18.444444444444443
Zoledronic acid,Sirolimus,OVCAR-3,-4.333333333333333
Romidepsin,Paclitaxel,OVCAR-3,-8.11111111111111
Everolimus,Sirolimus,NCI-H460,-3.6666666666666665
Fulvestrant,Vorinostat,MDA-MB-468,-6.1111111111111125
Fulvestrant,Dasatinib,BT-549,-2.555555555555556
Nilotinib,Cladribine,RPMI-8226,-0.2222222222222222
Romidepsin,Sirolimus,PC-3,-0.2222222222222222
Romidepsin,Nilotinib,A549/ATCC,-8.444444444444445
Zoledronic acid,Docetaxel,SF-295,5.222222222222221
Thalidomide,Docetaxel,SK-MEL-28,0.0
Fulvestrant,Nilotinib,RPMI-8226,-5.111111111111111
Fulvestrant,Tretinoin,UACC-257,1.2222222222222223
Dasatinib,Celecoxib,RPMI-8226,0.0
