src,src_name,dest,dest_name,weight,edge_type
30,ACTN1,1459,MICALL2,0.09972008224576712,gene-gene
30,ACTN1,2432,SSX2IP,0.23138821373383203,gene-gene
31,ACTN4,1206,ITGA1,0.1049257474951446,gene-gene
31,ACTN4,1207,ITGA11,0.13704648000809053,gene-gene
31,ACTN4,1208,ITGA2,0.2442040091070036,gene-gene
31,ACTN4,1209,ITGA3,0.136357169598341,gene-gene
31,ACTN4,1210,ITGA4,0.221466775983572,gene-gene
31,ACTN4,1211,ITGA5,0.10941098009546597,gene-gene
31,ACTN4,1212,ITGA6,0.1597971481581529,gene-gene
31,ACTN4,1213,ITGA7,0.19182709169884524,gene-gene
31,ACTN4,1214,ITGA9,0.24536747915650872,gene-gene
31,ACTN4,1215,ITGAV,0.1543644405901432,gene-gene
31,ACTN4,1217,ITGB1,0.17027616997559866,gene-gene
31,ACTN4,1219,ITGB3,0.11309662057707708,gene-gene
31,ACTN4,1220,ITGB4,0.18525702133774757,gene-gene
31,ACTN4,1221,ITGB5,0.10254608645724754,gene-gene
31,ACTN4,1222,ITGB8,0.08512630142892401,gene-gene
31,ACTN4,1340,LMO7,0.1826950212319692,gene-gene
31,ACTN4,1459,MICALL2,0.20302236204346022,gene-gene
31,ACTN4,2432,SSX2IP,0.15618589147925377,gene-gene
32,ACTR2,26,ACTB,0.11623825505375862,gene-gene
32,ACTR2,27,ACTG1,0.13276746116268137,gene-gene
32,ACTR2,34,ACTR3B,0.17233910659948984,gene-gene
32,ACTR2,35,ACTR3C,0.3267381762464841,gene-gene
32,ACTR2,2723,WHAMM,0.2968235877342522,gene-gene
33,ACTR3,26,ACTB,0.20029971934854984,gene-gene
33,ACTR3,27,ACTG1,0.11861801178505023,gene-gene
33,ACTR3,32,ACTR2,0.0946150488841037,gene-gene
33,ACTR3,34,ACTR3B,0.19902269744003812,gene-gene
33,ACTR3,35,ACTR3C,0.11958657969565441,gene-gene
33,ACTR3,2723,WHAMM,0.2184677131784459,gene-gene
34,ACTR3B,26,ACTB,0.17806643806397915,gene-gene
34,ACTR3B,27,ACTG1,0.21526585705578327,gene-gene
34,ACTR3B,35,ACTR3C,0.10631306807044894,gene-gene
35,ACTR3C,26,ACTB,0.10815512544165055,gene-gene
35,ACTR3C,27,ACTG1,0.17635446041822433,gene-gene
36,ACVR1,39,ACVR2A,0.0908368236074845,gene-gene
36,ACVR1,40,ACVR2B,0.24723059870302677,gene-gene
36,ACVR1,277,BMPR2,0.114137495867908,gene-gene
36,ACVR1,598,CYBA,0.2378699816763401,gene-gene
36,ACVR1,1402,MAPK1,0.2014971524477005,gene-gene
36,ACVR1,1403,MAPK11,0.19393223027388254,gene-gene
36,ACVR1,1404,MAPK12,0.21252656892950958,gene-gene
36,ACVR1,1405,MAPK13,0.24794657031695047,gene-gene
36,ACVR1,1406,MAPK14,0.33537840843200684,gene-gene
36,ACVR1,1407,MAPK3,0.28366171413411695,gene-gene
36,ACVR1,1619,NEO1,0.1444294967999061,gene-gene
36,ACVR1,2071,RAC1,0.1456207918624083,gene-gene
36,ACVR1,2072,RAC3,0.2332353542248408,gene-gene
36,ACVR1,2351,SMAD1,0.06926143012242392,gene-gene
36,ACVR1,2352,SMAD2,0.18210286453055838,gene-gene
36,ACVR1,2353,SMAD3,0.12779573684868714,gene-gene
36,ACVR1,2355,SMAD5,0.15453059738501906,gene-gene
36,ACVR1,2358,SMAD9,0.12366096542488474,gene-gene
37,ACVR1B,39,ACVR2A,0.15145757049322128,gene-gene
37,ACVR1B,40,ACVR2B,0.13911883812397718,gene-gene
37,ACVR1B,2352,SMAD2,0.12425736213723819,gene-gene
37,ACVR1B,2353,SMAD3,0.09713692187021176,gene-gene
38,ACVR1C,39,ACVR2A,0.1861980746810635,gene-gene
38,ACVR1C,40,ACVR2B,0.11590172785023849,gene-gene
38,ACVR1C,2352,SMAD2,0.08870569926997025,gene-gene
38,ACVR1C,2353,SMAD3,0.19335905089974403,gene-gene
39,ACVR2A,41,ACVRL1,0.182640191167593,gene-gene
39,ACVR2A,598,CYBA,0.20145655423402786,gene-gene
39,ACVR2A,2071,RAC1,0.25814759482940036,gene-gene
39,ACVR2A,2072,RAC3,0.21925898268818855,gene-gene
39,ACVR2A,2352,SMAD2,0.1271898727864027,gene-gene
39,ACVR2A,2353,SMAD3,0.19063231985395154,gene-gene
40,ACVR2B,598,CYBA,0.15152137035814425,gene-gene
40,ACVR2B,2071,RAC1,0.1906869529436032,gene-gene
40,ACVR2B,2072,RAC3,0.12036857367881264,gene-gene
40,ACVR2B,2352,SMAD2,0.17120860734333596,gene-gene
40,ACVR2B,2353,SMAD3,0.14031083354105553,gene-gene
42,ADAM10,1056,HBEGF,0.10975063834727432,gene-gene
43,ADAM17,1056,HBEGF,0.11627922765910625,gene-gene
43,ADAM17,1661,NOTCH1,0.1602503713220358,gene-gene
43,ADAM17,1662,NOTCH3,0.18460212896267572,gene-gene
44,ADCY1,1986,PRKACA,0.09040935306499402,gene-gene
44,ADCY1,1987,PRKACB,0.23631844390183687,gene-gene
44,ADCY1,1988,PRKACG,0.15433405339717865,gene-gene
44,ADCY1,2096,RAPGEF3,0.19499165502687296,gene-gene
44,ADCY1,2097,RAPGEF4,0.13766885253911218,gene-gene
45,ADCY2,1986,PRKACA,0.0879380451515317,gene-gene
45,ADCY2,1987,PRKACB,0.18897202362616858,gene-gene
45,ADCY2,1988,PRKACG,0.2553064798315366,gene-gene
45,ADCY2,2096,RAPGEF3,0.14583866919080415,gene-gene
45,ADCY2,2097,RAPGEF4,0.06543902160289387,gene-gene
46,ADCY3,1986,PRKACA,0.1175867049023509,gene-gene
46,ADCY3,1987,PRKACB,0.1834768682407836,gene-gene
46,ADCY3,1988,PRKACG,0.15614461984174946,gene-gene
46,ADCY3,2096,RAPGEF3,0.18425419072931012,gene-gene
46,ADCY3,2097,RAPGEF4,0.19222773859898248,gene-gene
47,ADCY4,1986,PRKACA,0.2806605896912515,gene-gene
47,ADCY4,1987,PRKACB,0.19013580866158009,gene-gene
47,ADCY4,1988,PRKACG,0.17416550669198236,gene-gene
47,ADCY4,2096,RAPGEF3,0.11942300572991371,gene-gene
47,ADCY4,2097,RAPGEF4,0.2797144013457,gene-gene
48,ADCY5,1986,PRKACA,0.2208790456255277,gene-gene
48,ADCY5,1987,PRKACB,0.26423207066060667,gene-gene
48,ADCY5,1988,PRKACG,0.200885862732927,gene-gene
48,ADCY5,2096,RAPGEF3,0.22254126581052938,gene-gene
48,ADCY5,2097,RAPGEF4,0.12168868569036324,gene-gene
49,ADCY6,1986,PRKACA,0.17840120320518812,gene-gene
49,ADCY6,1987,PRKACB,0.1836598621060451,gene-gene
49,ADCY6,1988,PRKACG,0.2575925613443057,gene-gene
49,ADCY6,2096,RAPGEF3,0.11923211168808241,gene-gene
49,ADCY6,2097,RAPGEF4,0.183015746374925,gene-gene
50,ADCY7,1986,PRKACA,0.20814549643546343,gene-gene
50,ADCY7,1987,PRKACB,0.19525277179976305,gene-gene
50,ADCY7,1988,PRKACG,0.137704772176221,gene-gene
50,ADCY7,2096,RAPGEF3,0.22615182679146528,gene-gene
50,ADCY7,2097,RAPGEF4,0.19410242388645807,gene-gene
51,ADCY8,1986,PRKACA,0.1206111900974065,gene-gene
51,ADCY8,1987,PRKACB,0.21154694631695747,gene-gene
51,ADCY8,1988,PRKACG,0.23608740729590258,gene-gene
51,ADCY8,2096,RAPGEF3,0.2720629920562108,gene-gene
51,ADCY8,2097,RAPGEF4,0.27899282053112984,gene-gene
52,ADCY9,1986,PRKACA,0.10735178800920646,gene-gene
52,ADCY9,1987,PRKACB,0.1599072888493538,gene-gene
52,ADCY9,1988,PRKACG,0.08891551817456882,gene-gene
52,ADCY9,2096,RAPGEF3,0.13251071493141353,gene-gene
52,ADCY9,2097,RAPGEF4,0.255233117689689,gene-gene
53,ADCYAP1,54,ADCYAP1R1,0.2660550723473231,gene-gene
53,ADCYAP1,58,ADORA2A,0.1628995928913355,gene-gene
53,ADCYAP1,66,ADRB1,0.050063002233703933,gene-gene
53,ADCYAP1,667,DRD1,0.1784699602673451,gene-gene
53,ADCYAP1,670,DRD5,0.09373959712684155,gene-gene
53,ADCYAP1,975,GLP1R,0.22645266726613045,gene-gene
53,ADCYAP1,1129,HTR6,0.2204248458147049,gene-gene
53,ADCYAP1,1322,LHCGR,0.2331387201944987,gene-gene
53,ADCYAP1,1426,MC2R,0.037344800463567175,gene-gene
53,ADCYAP1,1674,NPR1,0.1504220049828291,gene-gene
53,ADCYAP1,2025,PTGER2,0.15509716297189394,gene-gene
53,ADCYAP1,2616,TSHR,0.17432321010467908,gene-gene
53,ADCYAP1,2704,VIPR2,0.20053293276578188,gene-gene
54,ADCYAP1R1,978,GNA11,0.19797630196747681,gene-gene
54,ADCYAP1R1,988,GNAQ,0.23485747228066126,gene-gene
54,ADCYAP1R1,989,GNAS,0.15033996384590864,gene-gene
54,ADCYAP1R1,992,GNB1,0.16490800492465496,gene-gene
54,ADCYAP1R1,993,GNB2,0.11006711403994511,gene-gene
54,ADCYAP1R1,994,GNB3,0.16855399838338295,gene-gene
54,ADCYAP1R1,995,GNB4,0.15541737899184227,gene-gene
54,ADCYAP1R1,996,GNB5,0.11355674018462499,gene-gene
54,ADCYAP1R1,997,GNG10,0.1423794130484263,gene-gene
54,ADCYAP1R1,998,GNG11,0.12127918656915426,gene-gene
54,ADCYAP1R1,999,GNG13,0.20195839926600456,gene-gene
54,ADCYAP1R1,1000,GNG4,0.15752247907221317,gene-gene
54,ADCYAP1R1,1001,GNG5,0.130539090372622,gene-gene
54,ADCYAP1R1,1002,GNG7,0.22080924982825914,gene-gene
54,ADCYAP1R1,1003,GNG8,0.2190039170285066,gene-gene
54,ADCYAP1R1,1004,GNGT2,0.11369384433298062,gene-gene
55,ADIPOR1,130,APPL1,0.2742920493086179,gene-gene
55,ADIPOR1,345,CAMKK2,0.2141659346719583,gene-gene
55,ADIPOR1,1934,PPARA,0.22752337033549944,gene-gene
55,ADIPOR1,1982,PRKAA1,0.20086132362484932,gene-gene
55,ADIPOR1,1983,PRKAA2,0.10362586037566264,gene-gene
55,ADIPOR1,1984,PRKAB1,0.21285252956052622,gene-gene
55,ADIPOR1,1985,PRKAB2,0.13448594836518168,gene-gene
55,ADIPOR1,1989,PRKAG1,0.11157308115313451,gene-gene
55,ADIPOR1,1990,PRKAG2,0.21754939078042904,gene-gene
55,ADIPOR1,1991,PRKAG3,0.09509401675313711,gene-gene
55,ADIPOR1,2446,STK11,0.2123546718309323,gene-gene
56,ADIPOR2,130,APPL1,0.19987518278261027,gene-gene
56,ADIPOR2,345,CAMKK2,0.11828520645697911,gene-gene
56,ADIPOR2,1934,PPARA,0.1557608861476183,gene-gene
56,ADIPOR2,1982,PRKAA1,0.22848648143311343,gene-gene
56,ADIPOR2,1983,PRKAA2,0.24728873589386544,gene-gene
56,ADIPOR2,1984,PRKAB1,0.17517730322045585,gene-gene
56,ADIPOR2,1985,PRKAB2,0.21687120812324187,gene-gene
56,ADIPOR2,1989,PRKAG1,0.16519400166968504,gene-gene
56,ADIPOR2,1990,PRKAG2,0.12808463088003919,gene-gene
56,ADIPOR2,1991,PRKAG3,0.20562409795820713,gene-gene
56,ADIPOR2,2446,STK11,0.14024268564147255,gene-gene
57,ADM,329,CALCR,0.13192365574650466,gene-gene
57,ADM,2085,RAMP1,0.1175568699836731,gene-gene
57,ADM,2086,RAMP2,0.21688303661843142,gene-gene
57,ADM,2087,RAMP3,0.14452922313163677,gene-gene
58,ADORA2A,986,GNAL,0.26759736022601527,gene-gene
58,ADORA2A,988,GNAQ,0.10450738870228331,gene-gene
58,ADORA2A,989,GNAS,0.1469192837830633,gene-gene
59,ADORA2B,986,GNAL,0.22110423849274716,gene-gene
59,ADORA2B,988,GNAQ,0.14199605708320936,gene-gene
59,ADORA2B,989,GNAS,0.18531357683241367,gene-gene
60,ADRA1A,978,GNA11,0.14955021689335504,gene-gene
60,ADRA1A,979,GNA12,0.12620885794361433,gene-gene
60,ADRA1A,980,GNA13,0.13369004676739374,gene-gene
60,ADRA1A,981,GNA14,0.12545436178334057,gene-gene
60,ADRA1A,982,GNA15,0.21047283771137396,gene-gene
60,ADRA1A,988,GNAQ,0.0718883740870903,gene-gene
60,ADRA1A,1982,PRKAA1,0.14043738692998886,gene-gene
60,ADRA1A,1983,PRKAA2,0.3007883795847495,gene-gene
60,ADRA1A,1984,PRKAB1,0.22970075656970343,gene-gene
60,ADRA1A,1985,PRKAB2,0.21457147660354772,gene-gene
60,ADRA1A,1989,PRKAG1,0.1870256680995226,gene-gene
60,ADRA1A,1990,PRKAG2,0.20954152196645737,gene-gene
60,ADRA1A,1991,PRKAG3,0.1853893337150415,gene-gene
61,ADRA1B,978,GNA11,0.13399216874192157,gene-gene
61,ADRA1B,979,GNA12,0.14417350944131613,gene-gene
61,ADRA1B,980,GNA13,0.10510109659905235,gene-gene
61,ADRA1B,981,GNA14,0.17988397988180319,gene-gene
61,ADRA1B,982,GNA15,0.19177270897974572,gene-gene
61,ADRA1B,988,GNAQ,0.1076196205491821,gene-gene
62,ADRA1D,978,GNA11,0.1420160699635744,gene-gene
62,ADRA1D,979,GNA12,0.16504111575583616,gene-gene
62,ADRA1D,980,GNA13,0.0656565794100364,gene-gene
62,ADRA1D,981,GNA14,0.21423252035553256,gene-gene
62,ADRA1D,982,GNA15,0.21729090126852194,gene-gene
62,ADRA1D,988,GNAQ,0.19536664833625159,gene-gene
63,ADRA2A,978,GNA11,0.2104108246664206,gene-gene
63,ADRA2A,979,GNA12,0.1399452012653152,gene-gene
63,ADRA2A,980,GNA13,0.1375557859428227,gene-gene
63,ADRA2A,988,GNAQ,0.16893703071400523,gene-gene
64,ADRA2B,978,GNA11,0.17214767479648194,gene-gene
64,ADRA2B,979,GNA12,0.21732631201545397,gene-gene
64,ADRA2B,980,GNA13,0.1789028955002626,gene-gene
64,ADRA2B,988,GNAQ,0.09982281783595681,gene-gene
65,ADRA2C,978,GNA11,0.20006236507712552,gene-gene
65,ADRA2C,979,GNA12,0.18472152443913123,gene-gene
65,ADRA2C,980,GNA13,0.11242502058545749,gene-gene
65,ADRA2C,988,GNAQ,0.2516454529638092,gene-gene
66,ADRB1,983,GNAI1,0.1753034315382441,gene-gene
66,ADRB1,984,GNAI2,0.09827067144215107,gene-gene
66,ADRB1,985,GNAI3,0.1367880661661426,gene-gene
66,ADRB1,986,GNAL,0.17014139471575618,gene-gene
66,ADRB1,989,GNAS,0.23137113451957703,gene-gene
67,ADRB2,983,GNAI1,0.19969456425557533,gene-gene
67,ADRB2,984,GNAI2,0.18134362933536372,gene-gene
67,ADRB2,985,GNAI3,0.23879540463288626,gene-gene
67,ADRB2,986,GNAL,0.1945417383685708,gene-gene
67,ADRB2,989,GNAS,0.21703244280070066,gene-gene
68,AGAP2,1869,PIK3CA,0.15712743314603964,gene-gene
68,AGAP2,1870,PIK3CD,0.21852330615123114,gene-gene
68,AGAP2,1871,PIK3R1,0.15262415880958238,gene-gene
68,AGAP2,1872,PIK3R2,0.18427225295454264,gene-gene
68,AGAP2,1873,PIK3R3,0.16091368719935417,gene-gene
69,AGRN,613,DAG1,0.08408454991877079,gene-gene
70,AGTR1,978,GNA11,0.1290212037662665,gene-gene
70,AGTR1,979,GNA12,0.11486225078503291,gene-gene
70,AGTR1,980,GNA13,0.20717178285121918,gene-gene
70,AGTR1,981,GNA14,0.1054996723930041,gene-gene
70,AGTR1,982,GNA15,0.11700073598573606,gene-gene
70,AGTR1,988,GNAQ,0.18168089042107263,gene-gene
70,AGTR1,989,GNAS,0.24615332670509815,gene-gene
70,AGTR1,1900,PLCB1,0.2123968998591105,gene-gene
70,AGTR1,1901,PLCB2,0.11556826919938128,gene-gene
70,AGTR1,1902,PLCB3,0.21860648225992918,gene-gene
70,AGTR1,1903,PLCB4,0.11589600518345833,gene-gene
70,AGTR1,2269,SERPINE1,0.17979955611129603,gene-gene
70,AGTR1,2530,TGFB1,0.16305572042862573,gene-gene
70,AGTR1,2531,TGFB3,0.11994381652524073,gene-gene
71,AHR,74,AIP,0.11757204215973616,gene-gene
71,AHR,75,AIPL1,0.12521141053487858,gene-gene
71,AHR,156,ARNT,0.17356146375338236,gene-gene
71,AHR,431,CDKN1B,0.23241440393030643,gene-gene
71,AHR,1110,HSP90AA1,0.12748066211740175,gene-gene
71,AHR,1111,HSP90AB1,0.11403016317247723,gene-gene
73,AIM2,2048,PYCARD,0.12346854712814093,gene-gene
75,AIPL1,74,AIP,0.18943301402032375,gene-gene
76,AJUBA,1305,LATS1,0.30463659095888335,gene-gene
76,AJUBA,1306,LATS2,0.18909255663553873,gene-gene
76,AJUBA,2228,SAV1,0.08554102138926585,gene-gene
77,AKT1,44,ADCY1,0.1874645414451758,gene-gene
77,AKT1,45,ADCY2,0.21820331054429212,gene-gene
77,AKT1,46,ADCY3,0.24943814240396023,gene-gene
77,AKT1,47,ADCY4,0.15854844450950623,gene-gene
77,AKT1,48,ADCY5,0.09322599377871181,gene-gene
77,AKT1,49,ADCY6,0.07739699530065991,gene-gene
77,AKT1,50,ADCY7,0.14923639595508575,gene-gene
77,AKT1,51,ADCY8,0.13470802083611488,gene-gene
77,AKT1,52,ADCY9,0.21659580866495767,gene-gene
77,AKT1,78,AKT1S1,0.18777960414687792,gene-gene
77,AKT1,174,ATF2,0.16930071078240871,gene-gene
77,AKT1,175,ATF4,0.13460554865499338,gene-gene
77,AKT1,177,ATF6B,0.19486422340075174,gene-gene
77,AKT1,235,BAD,0.07478955275534342,gene-gene
77,AKT1,245,BCL2,0.23150067528088888,gene-gene
77,AKT1,246,BCL2L1,0.11870512769382913,gene-gene
